DJI_0248.JPG,1419720.535961,9410598.583539,-78.421012
DJI_0249.JPG,1419739.159678,9410598.958850,-77.348772
DJI_0250.JPG,1419761.583855,9410600.112448,-77.573250
DJI_0251.JPG,1419788.916641,9410603.542382,-76.308814
DJI_0252.JPG,1419823.191766,9410608.716864,-75.503909
DJI_0253.JPG,1419856.947521,9410615.690182,-74.952994
DJI_0254.JPG,1419890.475691,9410620.716365,-74.796233
DJI_0255.JPG,1419915.507240,9410627.940581,-74.262762
DJI_0256.JPG,1419934.993664,9410641.235685,-73.419530
DJI_0257.JPG,1419948.864288,9410653.381424,-72.818751
DJI_0258.JPG,1419961.381287,9410664.748191,-72.697446
DJI_0259.JPG,1419972.167491,9410676.898779,-73.616145
DJI_0260.JPG,1419986.156789,9410693.560426,-73.475929
DJI_0261.JPG,1420004.405297,9410715.330725,-73.397595
DJI_0262.JPG,1420020.210544,9410733.731360,-73.250595
DJI_0263.JPG,1420036.166848,9410750.525506,-72.919929
DJI_0264.JPG,1420046.569341,9410766.925032,-72.936375
DJI_0265.JPG,1420050.909418,9410794.295706,-73.302017
DJI_0266.JPG,1420053.772103,9410824.293548,-73.062676
DJI_0267.JPG,1420066.004231,9410855.293713,-72.827154
DJI_0268.JPG,1420095.027537,9410900.007398,-72.944670
DJI_0269.JPG,1420113.607628,9410931.254347,-73.379988
DJI_0270.JPG,1420116.043720,9410956.729568,-73.551192
DJI_0271.JPG,1420110.856791,9410984.985761,-73.851020
DJI_0272.JPG,1420100.054971,9411012.630595,-73.499232
DJI_0273.JPG,1420091.286690,9411023.565123,-73.722765
DJI_0274.JPG,1420089.244175,9411024.842630,-73.416754
DJI_0275.JPG,1420089.770317,9411024.058923,-73.207940
DJI_0276.JPG,1420102.992112,9411038.864666,-72.716484
DJI_0277.JPG,1420115.647271,9411051.662433,-72.714249
DJI_0278.JPG,1420112.111717,9411043.786981,-73.381130
DJI_0279.JPG,1420101.761183,9411026.501168,-73.845345
DJI_0280.JPG,1420094.347643,9411013.776207,-73.877636
DJI_0281.JPG,1420088.955752,9411005.551516,-74.114759
DJI_0282.JPG,1420076.027264,9410997.568854,-74.917544
DJI_0283.JPG,1420062.831218,9410979.238758,-74.845813
DJI_0284.JPG,1420052.129375,9410951.308989,-74.145474
DJI_0285.JPG,1420042.680801,9410929.265203,-73.904677
DJI_0286.JPG,1420038.389405,9410918.497784,-73.770540
DJI_0287.JPG,1420033.933518,9410907.756959,-73.450847
DJI_0288.JPG,1420024.988475,9410891.281727,-74.201605
DJI_0289.JPG,1420018.748451,9410882.339774,-74.945851
DJI_0290.JPG,1420008.752333,9410867.888125,-76.547123
DJI_0291.JPG,1419993.991236,9410843.109411,-78.400757
DJI_0292.JPG,1419977.386943,9410812.371353,-79.638691
DJI_0293.JPG,1419960.781626,9410782.437224,-80.645728
DJI_0294.JPG,1419948.580470,9410760.329460,-81.241410
DJI_0295.JPG,1419933.792594,9410735.563996,-82.085791
DJI_0296.JPG,1419917.402533,9410717.331303,-82.342267
DJI_0297.JPG,1419911.665963,9410703.398427,-78.977780
DJI_0298.JPG,1419913.110997,9410704.924902,-78.756614
DJI_0299.JPG,1419914.461919,9410706.528016,-85.694441
DJI_0300.JPG,1419940.931404,9410726.867797,-85.338951
DJI_0301.JPG,1419966.239022,9410742.364474,-83.304464
DJI_0302.JPG,1419980.451874,9410752.719192,-82.910156
DJI_0303.JPG,1419995.251632,9410767.227357,-82.637430
DJI_0304.JPG,1420014.876907,9410788.671324,-82.064599
DJI_0305.JPG,1420039.250344,9410817.168679,-81.624788
DJI_0306.JPG,1420061.718754,9410842.942681,-81.520708
DJI_0307.JPG,1420078.406022,9410867.230685,-81.893750
DJI_0308.JPG,1420090.767364,9410896.664358,-82.073243
DJI_0309.JPG,1420095.519773,9410925.089295,-82.241445
DJI_0310.JPG,1420092.472053,9410949.496191,-82.189170
DJI_0311.JPG,1420077.175302,9410972.645950,-82.825707
DJI_0312.JPG,1420022.261852,9410922.273948,-86.250241
DJI_0313.JPG,1419991.071646,9410862.156033,-87.240151
DJI_0120.JPG,1419644.739025,9410543.300474,-79.218918
DJI_0121.JPG,1419667.030117,9410546.607645,-79.990011
DJI_0122.JPG,1419683.502173,9410549.118444,-86.874663
DJI_0123.JPG,1419702.760316,9410549.835693,-87.272994
DJI_0124.JPG,1419722.545621,9410550.560620,-87.337652
DJI_0125.JPG,1419748.141120,9410545.899513,-86.698056
DJI_0128.JPG,1419776.432274,9410580.276803,-88.420133
DJI_0129.JPG,1419765.077985,9410588.714589,-88.360754
DJI_0130.JPG,1419751.792599,9410599.427904,-87.708001
DJI_0131.JPG,1419732.711977,9410612.716099,-86.648520
DJI_0132.JPG,1419708.409822,9410617.366610,-85.268203
DJI_0133.JPG,1419676.075014,9410607.603232,-84.985773
DJI_0134.JPG,1419647.949305,9410595.910176,-84.226382
DJI_0135.JPG,1419633.155768,9410593.094302,-84.142235
DJI_0136.JPG,1419620.278453,9410594.145405,-84.485184
DJI_0137.JPG,1419579.110627,9410529.111863,-73.098475
DJI_0138.JPG,1419586.381320,9410522.421966,-74.086379
DJI_0139.JPG,1419596.538785,9410516.300162,-73.957059
DJI_0140.JPG,1419606.649815,9410512.102961,-73.845113
DJI_0141.JPG,1419615.223460,9410509.655258,-73.371703
DJI_0142.JPG,1419624.897298,9410508.217992,-72.826245
DJI_0143.JPG,1419637.040911,9410507.730496,-72.731713
DJI_0144.JPG,1419646.915856,9410509.070352,-71.987970
DJI_0145.JPG,1419660.593469,9410513.374667,-71.559004
DJI_0146.JPG,1419673.330233,9410514.269617,-71.411490
DJI_0147.JPG,1419680.649746,9410517.787703,-71.461943
DJI_0148.JPG,1419696.542711,9410518.456662,-71.883051
DJI_0149.JPG,1419709.267261,9410518.579334,-71.661166
DJI_0150.JPG,1419725.010305,9410525.105976,-71.441328
DJI_0151.JPG,1419735.748842,9410531.816549,-70.916479
DJI_0152.JPG,1419743.305959,9410540.467795,-70.620682
DJI_0153.JPG,1419747.236545,9410550.219950,-71.061068
DJI_0154.JPG,1419750.031424,9410560.646118,-70.624656
DJI_0155.JPG,1419752.036752,9410570.700694,-71.143105
DJI_0156.JPG,1419752.431013,9410584.709938,-72.020606
DJI_0157.JPG,1419751.305849,9410597.793454,-73.084281
DJI_0158.JPG,1419747.790272,9410611.955582,-80.549753
DJI_0159.JPG,1419743.211429,9410628.331785,-80.115435
DJI_0160.JPG,1419738.216403,9410638.351417,-79.766730
DJI_0161.JPG,1419729.716115,9410652.037642,-79.191043
DJI_0162.JPG,1419698.454924,9410653.351907,-74.950309
DJI_0163.JPG,1419691.021629,9410658.931872,-74.402905
DJI_0164.JPG,1419678.554604,9410666.965009,-74.166681
DJI_0165.JPG,1419668.289877,9410671.813110,-74.536707
DJI_0166.JPG,1419657.190024,9410675.472628,-74.221113
DJI_0167.JPG,1419644.098464,9410678.740841,-74.807125
DJI_0168.JPG,1419633.878572,9410679.117368,-75.048034
DJI_0169.JPG,1419618.988593,9410678.416392,-75.049946
DJI_0170.JPG,1419608.856029,9410677.101448,-75.280039
DJI_0171.JPG,1419598.556546,9410673.619979,-74.888493
DJI_0172.JPG,1419588.997445,9410669.857307,-74.483334
DJI_0173.JPG,1419582.560232,9410666.598758,-74.408364
DJI_0174.JPG,1419575.305947,9410662.279406,-74.620179
DJI_0175.JPG,1419559.689807,9410648.795554,-72.439345
DJI_0176.JPG,1419553.061067,9410640.345924,-72.319932
DJI_0177.JPG,1419548.494112,9410633.489104,-72.033912
DJI_0178.JPG,1419542.630521,9410622.478247,-71.507831
DJI_0179.JPG,1419536.998977,9410607.655326,-71.264598
DJI_0180.JPG,1419534.446500,9410591.333548,-72.058463
DJI_0181.JPG,1419534.165795,9410575.364151,-72.568069
DJI_0182.JPG,1419539.664177,9410551.959463,-72.113150
DJI_0183.JPG,1419545.504181,9410539.288473,-73.004414
DJI_0184.JPG,1419552.501966,9410527.832567,-73.823689
DJI_0185.JPG,1419558.976383,9410519.278333,-74.337709
DJI_0186.JPG,1419570.750021,9410507.350233,-75.341326
DJI_0187.JPG,1419580.320396,9410500.757081,-75.558566
