x,y,z,sx,sy,sz
1419673.81,9410574.18,-200.69,0.6239,0.6025,1.0305
1419677.31,9410578.01,-134.84,0.5693,0.5563,0.9948
1419647.66,9410575.85,-132.01,0.5983,0.5840,1.0172
1419625.31,9410630.04,-118.07,0.6108,0.6713,1.0261
1419625.42,9410594.40,-118.46,0.6132,0.5931,1.0274
1419626.15,9410604.75,-121.70,0.6105,0.5950,1.0258
1419733.47,9410561.54,-132.23,0.5544,0.5590,0.9789
1419696.30,9410520.25,-101.79,0.5749,0.5893,1.0031
1419749.90,9410585.86,-136.72,0.5623,0.5711,0.9714
1419747.63,9410621.68,-136.30,0.5964,0.6981,0.9757
1419691.64,9410544.11,-141.46,0.5796,0.5847,1.0066
1419671.51,9410550.77,-134.96,0.5897,0.6540,1.0493
1419688.97,9410890.98,-382.93,0.9457,3.4914,2.8596
1419652.65,9410618.54,-120.57,0.5780,0.7519,1.0146
1419667.31,9410611.71,-127.14,0.5630,0.5828,0.9953
1419669.18,9410609.92,-133.52,0.5649,0.6418,1.0049
1419722.08,9410533.40,-133.14,0.7024,0.6475,1.0710
1419746.43,9410602.44,-137.62,1.2796,1.6565,1.2757
1419738.64,9410570.81,-134.50,0.5631,0.5689,0.9784
1419787.11,9410634.09,-138.78,0.7385,0.7998,0.9794
1419628.16,9410572.58,-140.00,0.6250,0.5951,1.0339
1419663.67,9410610.94,-122.09,0.5647,0.5745,0.9955
1419729.73,9410699.17,-164.19,0.6216,1.1904,1.0621
1419639.58,9410574.84,-138.39,0.6130,0.6142,1.0325
1419730.26,9410625.28,-127.97,0.5502,0.6523,0.9672
1419778.12,9410639.28,-136.59,0.5179,0.5315,0.9457
1419734.50,9410643.28,-122.77,0.5376,0.6440,0.9573
1419771.71,9410668.84,-125.02,0.5744,0.7163,0.9486
1419727.37,9410543.53,-136.12,0.5618,0.5675,0.9886
1419732.93,9410547.25,-136.38,0.5815,0.5770,0.9937
1419721.84,9410630.56,-126.52,0.5373,0.6262,0.9657
1419707.62,9410564.46,-188.64,0.5974,0.5969,1.0252
1419701.16,9410553.34,-172.90,0.5904,0.5904,1.0156
1419703.38,9410554.61,-145.26,0.5656,0.5649,0.9920
1419704.96,9410555.08,-151.23,0.5681,0.5666,0.9931
1419662.32,9410547.19,-135.42,0.5984,0.5896,1.0159
1419651.11,9410584.83,-155.12,0.6064,0.6013,1.0314
1419684.83,9410559.81,-139.20,0.5736,0.5691,0.9993
1419685.11,9410559.48,-141.73,0.5751,0.5738,1.0032
1419630.89,9410606.87,-199.46,0.6674,0.6704,1.0978
1419670.72,9410581.80,-140.34,0.5769,0.5636,1.0012
1419671.26,9410579.44,-153.48,0.5854,0.5850,1.0144
1419651.42,9410647.73,-240.65,0.6737,0.6993,1.1203
1419690.02,9410557.95,-140.59,0.5712,0.5686,0.9978
1419717.44,9410552.11,-133.65,0.5518,0.5573,0.9849
1419683.58,9410629.49,-180.60,0.5798,0.5524,0.9961
1419672.86,9410557.28,-97.73,0.5708,0.5657,0.9987
1419667.33,9410556.62,-106.63,0.5781,0.5706,1.0033
1419693.45,9410580.57,-140.44,0.5660,0.7339,1.0515
1419840.88,9410695.78,-125.91,1.3490,1.5899,1.0033
1419720.06,9410626.02,-127.54,0.5331,0.6389,0.9701
1419733.47,9410554.74,-130.41,0.5623,0.5694,0.9862
1419718.74,9410626.54,-126.56,0.5320,0.6373,0.9698
1419748.94,9410642.66,-127.51,0.5841,0.7853,0.9678
1419752.08,9410633.37,-136.21,0.6106,0.7984,0.9844
1419757.61,9410702.24,-116.17,0.5178,0.6739,0.9455
1419669.64,9410668.19,-111.74,0.5460,0.7143,0.9874
1419776.16,9410653.89,-137.75,0.5755,0.6852,0.9592
1419676.21,9410655.96,-113.47,0.5431,1.6692,1.0378
1419766.32,9410658.93,-128.35,0.5283,0.6087,0.9472
1419814.24,9410685.44,-119.11,1.0259,1.3268,0.9697
1419723.44,9410579.04,-140.35,0.6089,0.7282,1.0414
1419656.78,9410543.99,-140.95,0.6087,0.6004,1.0250
1419772.69,9410607.29,-139.94,0.5382,0.5462,0.9578
1419688.59,9410547.63,-140.61,0.5781,0.5823,1.0063
1419701.89,9410537.54,-130.72,0.5874,0.6209,1.0427
1419699.35,9410574.88,-138.96,0.5587,0.5933,1.0002
1419612.17,9410708.67,-127.54,0.6494,0.8533,1.0500
1419698.87,9410535.66,-136.12,0.5752,0.5826,1.0027
1419706.90,9410534.69,-134.25,0.5709,0.5807,1.0010
1419733.43,9410547.03,-136.42,0.5611,0.5663,0.9885
1419665.56,9410618.68,-118.75,0.5738,1.2738,1.0611
1419660.78,9410610.59,-122.23,0.5689,0.5971,0.9997
1419717.55,9410532.21,-136.10,0.5679,0.5782,0.9969
1419728.31,9410542.22,-139.37,0.5626,0.5695,0.9920
1419682.28,9410600.58,-129.00,0.5618,1.4807,1.1931
1419683.70,9410608.04,-129.72,0.5503,0.5940,0.9893
1419717.05,9410637.53,-117.06,0.5583,0.9140,0.9790
1419685.24,9410656.36,-113.33,0.5321,0.5632,0.9739
1419696.18,9410626.15,-154.30,0.5520,0.6417,1.0012
1419787.88,9410661.26,-132.55,0.5575,0.6302,0.9472
1419714.29,9410558.34,-135.86,0.6396,0.7623,1.1007
1419801.38,9410675.20,-115.08,1.1054,1.4979,0.9760
1419757.83,9410624.99,-139.20,0.5223,0.5417,0.9558
1419684.28,9410532.49,-89.43,0.5737,0.5807,1.0019
1419703.67,9410574.65,-138.30,0.5516,0.5551,0.9873
1419648.38,9410625.38,-152.09,0.6021,0.6154,1.0260
1419733.25,9410638.50,-126.13,0.7483,1.8384,1.1992
1419729.97,9410625.81,-127.77,0.5167,0.5589,0.9618
1419678.58,9410531.73,-108.10,0.5824,0.5870,1.0075
1419641.37,9410607.56,-134.02,0.5970,0.5739,1.0152
1419726.66,9410560.91,-141.67,0.5463,0.5501,0.9800
1419662.92,9410591.16,-140.00,0.5959,0.6114,1.0212
1419656.01,9410591.08,-149.81,0.5938,0.5692,1.0106
1419686.55,9410552.58,-109.13,0.5637,0.5642,0.9937
1419738.55,9410587.69,-136.44,0.5487,0.5779,0.9772
1419639.64,9410576.76,-159.40,0.6228,0.5966,1.0319
1419820.51,9410683.42,-119.02,0.6970,0.8150,0.9445
1419649.77,9410551.17,-143.51,0.6152,0.5999,1.0284
1419758.11,9410584.72,-135.30,0.5374,0.5423,0.9644
1419639.87,9410606.14,-132.19,0.7334,1.0612,1.1194
1419653.75,9410720.56,-115.31,0.6200,1.6652,1.0379
1419817.83,9412530.86,-687.42,7.2307,99.8051,30.1891
1419699.44,9410609.65,-124.98,0.5369,0.6687,0.9885
1419739.87,9410648.36,-114.92,1.0081,2.4780,1.1256
1419742.27,9410642.99,-118.58,0.5493,0.7653,0.9608
1419738.73,9410658.04,-117.32,0.5296,0.7404,0.9562
1419710.91,9410640.33,-116.44,0.5915,1.7394,1.0642
1419718.83,9410635.53,-120.52,0.5295,0.7499,0.9729
1419717.69,9410637.83,-117.99,0.5201,0.6503,0.9641
1419802.49,9410668.63,-132.24,0.6724,0.8233,0.9642
1419727.81,9410565.49,-139.48,0.5514,0.5653,0.9875
1419753.98,9410596.98,-139.12,0.7965,0.9886,1.1035
1419677.86,9410599.99,-102.64,0.5494,0.5820,0.9846
1419774.33,9410609.00,-137.55,0.6157,0.6559,0.9775
1419670.03,9410577.17,-140.49,0.5799,0.5744,1.0057
1419728.65,9410554.93,-136.67,0.5503,0.5583,0.9843
1419674.87,9410603.14,-135.76,0.5689,0.7194,1.0294
1419726.34,9410623.18,-129.68,0.7398,1.7158,1.1883
1419672.85,9410610.26,-124.24,0.5582,0.6010,0.9941
1419671.73,9410609.91,-122.96,0.5586,0.5934,0.9933
1419673.62,9410623.57,-116.11,0.5653,1.2213,1.0417
1419634.04,9410638.75,-113.21,0.5971,0.6123,1.0139
1419644.01,9410608.07,-119.21,0.5975,0.6246,1.0140
1419642.73,9410609.32,-135.73,0.5957,0.5731,1.0142
1419767.00,9410597.87,-137.66,0.5797,0.6021,0.9741
1419722.29,9410662.35,-114.31,0.5506,1.1149,0.9783
1419731.17,9410649.10,-118.82,1.1519,3.4054,1.3264
1419649.54,9410626.62,-110.56,0.5771,0.5971,1.0016
1419627.42,9410711.44,-130.57,0.6299,0.8613,1.0394
1419774.70,9410687.04,-117.25,0.8374,1.5024,0.9823
1419727.63,9410627.43,-125.53,0.6564,1.3629,1.0695
1419773.39,9410650.36,-113.76,0.6681,0.9183,0.9549
1419734.83,9410544.32,-130.38,0.5580,0.5647,0.9885
1419779.76,9410642.71,-402.05,0.8860,0.8307,1.3388
1419616.32,9410591.18,-139.47,0.6323,0.5930,1.0394
1419693.30,9410541.27,-156.87,0.5877,0.5874,1.0083
1419638.11,9410569.35,-140.30,0.6155,0.5902,1.0270
1419685.16,9410538.91,-141.37,0.5864,0.5868,1.0098
1419715.40,9410619.02,-132.60,0.5517,1.0231,1.0723
1419677.03,9410561.94,-135.13,0.5821,0.5945,1.0256
1419674.51,9410562.05,-137.45,0.5819,0.5768,1.0089
1419670.55,9410570.40,-140.42,0.5840,0.5777,1.0109
1419676.47,9410570.07,-134.57,0.5773,0.5886,1.0152
1419726.46,9410602.81,-323.58,0.7849,0.9711,2.2224
1419705.29,9410534.89,-133.94,0.5696,0.5786,1.0024
1419688.67,9410603.75,-126.90,0.5464,0.5838,0.9893
1419730.16,9410619.64,-137.56,0.5242,0.5698,0.9704
1419725.43,9410607.51,-138.74,0.5292,0.5610,0.9749
1419657.47,9410570.87,-136.28,0.6156,0.6210,1.0423
1419657.40,9410592.89,-138.87,0.5909,0.5858,1.0145
1419760.42,9410612.56,-217.65,0.6520,0.7173,1.1877
1419676.88,9410601.31,-131.62,0.5610,0.5748,0.9958
1419725.28,9410563.92,-139.85,0.5459,0.5516,0.9820
1419726.12,9410568.66,-140.29,0.5466,0.5586,0.9879
1419664.79,9410558.84,-115.44,0.6036,0.6084,1.0279
1419719.85,9410570.55,-122.79,0.5380,0.5534,0.9786
1419710.38,9410616.84,-131.29,0.5463,1.0725,1.0892
1419689.12,9410578.31,-140.16,0.5622,0.5686,0.9990
1419686.51,9410632.48,-259.05,0.6715,1.0119,1.6143
1419680.25,9410574.28,-136.72,0.6019,0.8656,1.2202
1419682.69,9410578.98,-135.76,0.5841,0.8427,1.1618
1419677.15,9410571.81,-134.13,0.5728,0.5689,1.0019
1419652.56,9410539.57,-171.46,0.6343,0.6190,1.0373
1419743.48,9410607.91,-200.05,0.5679,0.5498,0.9818
1419678.17,9410519.80,-109.01,0.5905,0.5995,1.0136
1419637.31,9410583.01,-172.64,0.6325,0.6013,1.0373
1419644.30,9410565.02,-154.43,0.6190,0.5964,1.0288
1419710.43,9410537.44,-120.71,0.5589,0.5693,0.9911
1419663.25,9410611.21,-155.25,0.5850,0.5881,1.0121
1419716.34,9410617.84,-138.90,0.5299,0.5659,0.9731
1419660.13,9410577.23,-133.37,0.6812,0.8813,1.1461
1419654.99,9410594.48,-138.52,0.6021,0.6302,1.0268
1419688.17,9410578.69,-132.54,0.5655,0.9995,1.1857
1419696.55,9410590.28,-130.76,0.5492,1.4653,1.3215
1419692.50,9410584.40,-132.62,0.5538,0.9206,1.1218
1419693.41,9410595.40,-131.07,0.5471,0.7446,1.0301
1419696.78,9410589.10,-131.54,0.5469,0.5968,0.9948
1419720.74,9410561.45,-136.51,0.5514,0.5695,0.9944
1419703.87,9410610.40,-129.09,0.5437,1.2746,1.1334
1419698.29,9410579.94,-136.46,0.5534,0.7970,1.0936
1419702.64,9410577.78,-135.72,0.5565,0.9044,1.1550
1419655.51,9410577.07,-130.83,0.6540,0.7484,1.0772
1419704.41,9410587.08,-138.06,0.5462,0.5915,0.9964
1419699.42,9410586.97,-133.39,0.5489,0.9083,1.1097
1419701.69,9410587.25,-135.07,0.5486,0.8083,1.0737
1419708.23,9410610.53,-130.60,0.5328,0.6528,0.9895
1419657.63,9410604.00,-130.38,0.7749,1.4134,1.2312
1419716.92,9410542.01,-135.38,0.5601,0.5698,0.9951
1419710.46,9410541.83,-132.67,0.5621,0.5718,0.9967
1419718.11,9410541.40,-135.09,0.5600,0.5700,0.9953
1419712.54,9410539.32,-135.67,0.5639,0.5736,0.9979
1419668.34,9410575.44,-140.30,0.5950,0.6479,1.0457
1419660.72,9410556.95,-132.43,0.5990,0.5922,1.0205
1419643.22,9410607.40,-140.51,0.6977,0.8871,1.1027
1419689.97,9410545.58,-136.89,0.5759,0.5798,1.0060
1419694.49,9410532.29,-114.85,0.5710,0.5809,1.0017
1419644.06,9410570.95,-137.21,0.6161,0.5979,1.0285
1419728.38,9410568.36,-136.29,0.5707,0.6342,1.0287
1419692.88,9410540.30,-133.02,0.5747,0.5823,1.0081
1419724.46,9410540.42,-138.11,0.5624,0.5720,1.0007
1419677.23,9410554.92,-138.63,0.5876,0.6091,1.0388
1419676.47,9410553.70,-137.74,0.5843,0.5835,1.0122
1419657.65,9410588.55,-178.50,0.6691,0.8179,1.2510
1419683.65,9410528.29,-105.81,0.5797,0.5874,1.0060
1419695.99,9410588.24,-132.98,0.5490,0.8008,1.0630
1419706.40,9410541.67,-133.25,0.5647,0.5735,0.9983
1419706.62,9410547.78,-137.33,0.5633,0.5731,1.0006
1419665.71,9410554.37,-131.47,0.5952,0.5925,1.0202
1419711.75,9410564.75,-135.37,0.5508,0.5662,0.9919
1419683.71,9410560.35,-141.21,0.5762,0.5862,1.0146
1419702.78,9410542.87,-135.35,0.5672,0.5745,0.9996
1419718.52,9410544.08,-132.25,0.5659,0.5852,1.0189
1419668.53,9410587.22,-152.72,0.5839,0.5638,1.0033
1419668.01,9410586.27,-150.01,0.5831,0.5636,1.0033
1419701.12,9410581.79,-133.90,0.5477,0.5407,0.9800
1419690.47,9410542.74,-104.30,0.5649,0.5692,0.9950
1419687.68,9410543.51,-102.24,0.5662,0.5696,0.9959
1419646.27,9410548.55,-140.87,0.6165,0.6006,1.0280
1419637.78,9410550.19,-170.39,0.6452,0.6202,1.0494
1419641.52,9410636.58,-202.25,0.6667,0.6861,1.0969
1419622.93,9410589.18,-159.97,0.6410,0.6015,1.0431
1419727.90,9410564.84,-141.75,0.5441,0.5480,0.9801
1419727.37,9410564.03,-139.51,0.5437,0.5481,0.9795
1419701.08,9410549.36,-140.24,0.5991,0.8557,1.7192
1419660.16,9410587.43,-140.18,0.5860,0.5649,1.0059
1419670.00,9410582.81,-155.08,0.5966,0.5919,1.0247
1419672.03,9410576.34,-137.34,0.5791,0.5680,1.0033
1419698.13,9410548.21,-138.27,0.5711,0.5821,1.0288
1419704.17,9410534.85,-134.78,0.5719,0.5852,1.0706
1419705.69,9410537.10,-136.40,0.5692,0.5788,1.0186
1419707.79,9410540.05,-141.45,0.5687,0.5917,1.1082
1419715.13,9410546.74,-137.62,0.5590,0.5792,1.0360
1419714.94,9410547.04,-135.96,0.5599,0.6053,1.1053
1419696.03,9410547.11,-140.64,0.5767,0.5873,1.0447
1419711.67,9410542.42,-133.71,0.5611,0.5948,1.0969
1419703.80,9410544.89,-140.79,0.5940,0.9214,2.1664
1419725.25,9410549.36,-133.48,0.5512,0.5624,0.9961
1419718.04,9410555.65,-136.76,0.5625,0.6873,1.1951
1419716.80,9410552.20,-139.24,0.5559,0.5745,1.0191
1419720.77,9410561.55,-136.61,0.5469,0.5595,0.9919
1419709.87,9410538.67,-136.23,0.5664,0.7023,1.7044
1419710.17,9410537.53,-134.77,0.5651,0.5820,1.0589
1419666.92,9410557.47,-132.36,0.6029,0.5880,1.0209
1419599.91,9410641.31,-248.71,0.8785,0.8488,1.3295
1419712.36,9410559.96,-137.02,0.5531,0.6473,1.1029
1419710.91,9410565.25,-136.60,0.5512,0.7308,1.1608
1419714.14,9410558.13,-133.86,0.5506,0.5676,1.0008
1419691.25,9410579.67,-134.84,0.5917,0.8334,1.1455
1419681.48,9410612.47,-146.65,0.5627,0.5703,0.9956
1419698.58,9410561.31,-111.96,0.5510,0.5584,0.9859
1419725.25,9410559.91,-140.99,0.5491,0.5609,0.9948
1419703.07,9410584.99,-140.66,0.5493,0.5497,0.9851
1419676.61,9410549.48,-141.46,0.5891,0.5819,1.0096
1419681.74,9410552.18,-141.19,0.5833,0.5774,1.0067
1419717.66,9410582.40,-152.03,0.5472,0.5418,0.9780
1419573.82,9410569.82,-357.60,0.9449,0.8319,1.2677
1419635.78,9410562.50,-140.28,0.6229,0.5974,1.0316
1419717.72,9410600.99,-124.57,0.5247,0.5357,0.9667
1419684.05,9410557.66,-156.12,0.5861,0.5788,1.0077
1419701.76,9410544.59,-100.22,0.5543,0.5613,0.9879
1419719.67,9410573.84,-155.15,0.5520,0.5522,0.9883
1419719.65,9410577.92,-167.86,0.5597,0.5530,0.9868
1419648.48,9410596.57,-133.62,0.5903,0.5636,1.0098
1419729.34,9410566.51,-131.14,0.5930,0.7991,1.2301
1419737.14,9410574.66,-130.37,0.5467,0.5958,1.0072
1419730.89,9410593.70,-135.75,0.5326,0.6154,1.0001
1419732.64,9410565.46,-138.57,0.5488,0.5761,1.0182
1419717.13,9410581.07,-137.33,0.5421,0.8184,1.1683
1419734.77,9410614.37,-138.49,0.5276,0.6624,0.9986
1419725.65,9410609.46,-135.80,0.5306,0.7668,1.0346
1419727.12,9410565.50,-135.29,0.5445,0.5744,1.0117
1419736.12,9410567.70,-137.81,0.5471,0.5711,1.0079
1419738.77,9410569.77,-134.12,0.5447,0.5676,0.9982
1419714.26,9410566.65,-134.30,0.5460,0.5559,0.9895
1419711.45,9410565.01,-134.15,0.5485,0.5525,0.9859
1419741.77,9410633.95,-130.42,0.5119,0.5884,0.9610
1419718.75,9410607.28,-138.42,0.5288,0.5473,0.9726
1419710.56,9410559.86,-139.45,0.5585,0.5928,1.0685
1419682.95,9410601.11,-128.60,0.5581,0.5584,0.9889
1419701.89,9410574.98,-136.24,0.5944,0.7863,1.1997
1419693.32,9410580.11,-138.17,0.6930,0.9523,1.3245
1419698.54,9410579.15,-135.50,0.6133,0.8245,1.1962
1419697.37,9410577.30,-138.45,0.5595,0.5674,1.0012
1419679.57,9410562.34,-135.21,0.5997,0.5826,1.0247
1419674.20,9410562.07,-136.37,0.5988,0.5795,1.0184
1419677.98,9410560.71,-134.37,0.5924,0.5770,1.0151
1419679.35,9410571.23,-135.67,0.6842,0.6774,1.1177
1419672.03,9410584.91,-130.85,0.5815,0.5697,1.0022
1419693.68,9410569.45,-114.25,0.5527,0.5513,0.9855
1419689.73,9410558.60,-139.09,1.1344,1.0770,2.1324
1419697.85,9410610.25,-134.58,0.5629,0.7765,1.0454
1419703.04,9410556.42,-140.05,0.5643,0.5673,1.0076
1419693.31,9410552.08,-135.55,0.7928,0.7231,1.5077
1419703.75,9410542.63,-112.17,0.5596,0.5655,0.9945
1419674.51,9410601.89,-128.02,0.5831,0.5992,1.0036
1419677.71,9410551.89,-141.18,0.5942,0.5810,1.0167
1419688.34,9410579.41,-132.20,0.6145,0.6798,1.0710
1419677.55,9410558.45,-135.60,0.5963,0.5787,1.0183
1419678.66,9410554.31,-139.46,0.6007,0.5814,1.0251
1419686.93,9410548.85,-126.16,0.5767,0.5722,1.0031
1419677.80,9410561.95,-133.41,0.8989,0.7669,1.3138
1419715.34,9410569.57,-134.38,0.5443,0.5656,1.0005
1419673.79,9410607.41,-120.24,0.5655,0.5659,0.9906
1419663.33,9410583.64,-140.14,0.5857,0.5664,1.0056
1419685.76,9410554.78,-139.39,0.6579,0.6145,1.1382
1419734.08,9410761.20,-176.92,0.5568,0.9877,1.0378
1419700.11,9410576.96,-134.00,0.5511,0.5456,0.9830
1419711.95,9410566.45,-128.05,0.5445,0.5446,0.9787
1419685.78,9410568.91,-108.60,0.5561,0.5507,0.9877
1419657.35,9410594.03,-138.02,0.6009,0.5835,1.0125
1419693.69,9410610.40,-133.97,0.5641,0.8057,1.0346
1419700.28,9410606.38,-134.93,0.5499,0.8108,1.0416
1419700.68,9410593.51,-134.21,0.5441,0.5498,0.9814
1419725.69,9410568.87,-141.42,0.5423,0.5446,0.9778
1419725.32,9410563.71,-141.51,0.5452,0.5481,0.9798
1419713.53,9410618.83,-138.24,0.5283,0.5475,0.9708
1419714.46,9410618.32,-138.97,0.5283,0.5492,0.9711
1419712.68,9410613.87,-139.51,0.5310,0.5634,0.9761
1419714.36,9410570.55,-133.30,0.5435,0.5450,0.9790
1419704.29,9410587.24,-137.79,0.5459,0.5660,0.9893
1419708.90,9410613.50,-130.39,0.5288,0.5489,0.9711
1419696.41,9410583.99,-135.15,0.5619,0.6483,1.0277
1419706.29,9410605.50,-134.85,0.5357,0.5574,0.9776
1419730.95,9410579.08,-135.99,0.5315,0.5328,0.9712
1419754.98,9410605.75,-194.50,0.5770,0.5973,1.0776
1419737.37,9410574.97,-134.18,0.5368,0.5516,0.9974
1419767.57,9410540.23,-158.93,0.5539,0.5639,0.9828
1419734.29,9410614.84,-136.95,0.5222,0.6025,0.9800
1419728.47,9410625.16,-135.79,0.5181,0.5980,0.9752
1419740.50,9410593.16,-134.36,0.5408,0.6251,1.0087
1419758.63,9410599.39,-139.25,1.1094,1.5639,1.6097
1419745.28,9410576.09,-139.97,0.5331,0.5395,0.9753
1419725.44,9410606.58,-139.19,0.5253,0.5274,0.9665
1419721.26,9410573.48,-139.28,0.5411,0.5460,0.9834
1419730.65,9410586.12,-137.74,0.5297,0.5364,0.9734
1419716.29,9410593.13,-138.48,0.5361,0.6317,1.0301
1419738.36,9410548.26,-126.66,0.5393,0.5496,0.9762
1419743.14,9410567.13,-141.34,0.5359,0.5411,0.9781
1419736.70,9410587.39,-141.23,0.5298,0.5372,0.9726
1419745.17,9410579.70,-141.69,0.5324,0.5372,0.9742
1419738.57,9410608.80,-139.74,0.5181,0.5137,0.9588
1419730.53,9410614.37,-140.57,0.5211,0.5249,0.9633
1419732.12,9410564.94,-141.67,0.5418,0.5459,0.9814
1419731.43,9410566.68,-136.23,0.5424,0.5582,1.0063
1419753.26,9410646.89,-135.55,0.5429,0.7974,0.9838
1419737.85,9410571.93,-132.09,0.5323,0.5366,0.9825
1419760.68,9410588.11,-145.40,0.5212,0.5197,0.9599
1419736.30,9410612.83,-139.67,0.5190,0.5528,0.9736
1419744.14,9410612.43,-139.83,0.5203,0.5631,0.9802
1419743.48,9410576.40,-136.81,0.5276,0.5291,0.9670
1419722.24,9410605.59,-138.46,0.5275,0.5527,0.9815
1419718.95,9410632.72,-169.83,0.5446,0.5753,1.0002
1419715.00,9410592.10,-139.03,0.5369,0.5315,0.9734
1419729.97,9410558.74,-96.37,0.5279,0.5362,0.9696
1419717.92,9410594.44,-140.72,0.5349,0.5296,0.9711
1419775.64,9410659.54,-137.15,0.5019,0.5176,0.9441
1419831.97,9410642.75,-137.11,1.1376,0.9804,1.0400
1419825.19,9410641.95,-135.45,0.5459,0.5229,0.9453
1419800.57,9410623.95,-137.24,0.6990,0.6737,0.9882
1419741.39,9410638.57,-125.62,0.5060,0.5875,0.9571
1419744.70,9410640.63,-125.72,0.6397,1.6697,1.1413
1419742.20,9410633.82,-137.54,0.5403,0.9084,1.0463
1419767.08,9410666.87,-124.75,0.5140,0.6358,0.9479
1419825.32,9410658.08,-139.81,1.1642,1.1977,1.0696
1419796.55,9410630.01,-138.43,0.6628,0.6783,0.9845
1419801.76,9410633.97,-135.01,0.5763,0.5775,0.9550
1419817.69,9410654.44,-138.43,0.6911,0.7138,0.9703
1419817.10,9410645.54,-140.77,0.6793,0.6724,0.9725
1419799.75,9410643.26,-133.93,0.5889,0.6113,0.9569
1419744.25,9410574.31,-141.64,0.5320,0.5334,0.9710
1419767.67,9410666.91,-130.87,0.5076,0.5846,0.9478
1419736.75,9410617.38,-135.70,0.5140,0.5104,0.9569
1419756.41,9410622.29,-138.58,0.5158,0.5415,0.9599
1419770.53,9410615.83,-137.05,0.5075,0.5054,0.9496
1419768.55,9410593.93,-137.76,0.6755,0.6555,1.0576
1419796.51,9410603.55,-132.38,0.6143,0.5587,0.9682
1419786.58,9410597.36,-130.08,0.9815,0.7958,1.0849
1419802.99,9410603.75,-132.82,0.5421,0.5163,0.9528
1419719.10,9410600.79,-140.12,0.5315,0.5243,0.9682
1419774.17,9410608.91,-138.92,0.5331,0.5357,0.9623
1419729.83,9410623.18,-131.11,0.5137,0.5349,0.9613
1419845.56,9410619.65,-131.34,0.6965,0.5615,0.9604
1419799.74,9410588.23,-129.14,0.5271,0.5119,0.9535
1419754.54,9410648.42,-136.31,0.6677,1.4223,1.1361
1419748.11,9410640.81,-126.97,0.5132,0.6503,0.9624
1419763.00,9410604.38,-143.44,0.5129,0.5087,0.9536
1420769.23,9410849.23,-1913.21,11.8168,4.8101,19.5968
1419735.53,9410635.16,-118.37,0.5016,0.4949,0.9494
1419746.81,9410639.58,-135.60,0.5076,0.5571,0.9607
1419762.48,9410592.38,-141.59,0.5165,0.5149,0.9567
1419724.04,9410618.20,-140.15,0.5233,0.5236,0.9665
1419788.63,9410638.83,-149.86,0.5074,0.5018,0.9472
1419794.96,9410627.19,-141.04,0.5015,0.4945,0.9439
1419744.15,9410608.44,-140.99,0.5164,0.5110,0.9571
1419727.22,9410603.25,-151.27,0.5331,0.5242,0.9674
1419779.58,9410696.76,-184.80,0.5568,0.6655,0.9982
1419723.34,9410601.40,-145.83,0.5322,0.5249,0.9683
1419726.62,9410607.71,-140.71,0.5250,0.5211,0.9657
1419727.18,9410608.83,-136.90,0.5221,0.5201,0.9644
1419756.26,9410594.17,-141.37,0.5216,0.5200,0.9636
1419807.67,9410666.37,-132.27,1.0629,1.2992,1.0538
1419748.98,9410620.77,-139.26,0.5126,0.5222,0.9593
1419974.53,9411218.55,-618.88,8.7193,22.7389,18.2896
1419776.70,9410671.98,-138.20,1.1696,2.3473,1.3755
1419741.23,9410598.86,-137.40,0.5196,0.5190,0.9626
1419734.44,9410633.84,-131.57,0.5096,0.5673,0.9649
1419740.41,9410636.02,-135.07,0.5347,0.9967,1.0850
1419738.31,9410635.86,-133.95,0.5149,0.7162,0.9984
1419736.87,9410636.35,-128.91,0.5065,0.5455,0.9580
1419738.57,9410637.03,-132.46,0.5079,0.5525,0.9605
1419809.73,9410635.00,-138.03,0.5532,0.5324,0.9509
1419742.81,9410647.81,-121.14,0.5959,1.7519,1.1242
1419754.51,9410671.29,-120.22,0.5504,1.0806,0.9774
1419753.33,9410670.37,-119.47,0.5862,1.3690,1.0022
1419738.90,9410645.83,-124.63,0.5034,0.5993,0.9585
1419800.07,9410624.94,-139.21,0.5426,0.5239,0.9533
1419834.27,9410631.79,-133.42,0.6665,0.5657,0.9585
1419732.62,9410591.81,-132.12,0.5229,0.5211,0.9639
1419756.56,9410661.10,-125.00,0.8831,2.4305,1.2580
1419732.60,9410623.60,-131.88,0.5123,0.5235,0.9599
1419731.08,9410624.25,-131.41,0.5128,0.5397,0.9638
1419724.73,9410637.10,-139.33,0.5178,0.6097,0.9843
1419741.47,9410637.58,-125.60,0.5042,0.5582,0.9561
1419790.80,9410636.41,-133.25,0.5759,0.5956,0.9601
1419750.55,9410584.41,-137.69,0.5223,0.5219,0.9629
1419763.50,9410661.04,-132.73,0.5671,0.8843,0.9934
1419770.97,9410609.03,-135.28,0.5127,0.5100,0.9529
1419772.20,9410610.65,-132.71,0.5200,0.5185,0.9552
1419752.89,9410645.79,-135.85,0.5136,0.6091,0.9663
1419736.49,9410647.40,-119.10,0.5014,0.6263,0.9569
1419717.33,9410605.62,-137.31,0.5294,0.5229,0.9681
1419723.13,9410606.70,-140.58,0.5273,0.5221,0.9669
1419718.41,9410605.10,-138.81,0.5297,0.5235,0.9684
1419720.48,9410606.46,-140.56,0.5290,0.5253,0.9694
1419760.30,9410630.97,-136.25,0.5146,0.5468,0.9591
1419836.10,9410634.45,-130.69,0.6463,0.5567,0.9534
