x,y,z,sx,sy,sz
1420063.44,9410780.87,-132.27,0.7134,0.6570,1.1021
1420175.72,9410937.89,-121.92,1.9460,2.3538,1.3749
1420022.76,9410807.15,-134.14,0.6681,0.6362,1.0669
1420217.94,9411057.55,-113.03,4.0377,6.1157,1.5891
1420023.14,9410816.30,-134.31,0.6731,0.6564,1.0743
1420053.60,9410769.26,-132.79,0.6927,0.6365,1.0877
1420027.91,9410847.40,-134.55,0.6970,0.6856,1.0894
1420149.95,9411063.98,-113.98,2.1715,4.4428,1.4581
1420083.05,9410867.99,-133.43,0.7954,0.7961,1.1594
1420033.80,9410789.70,-133.70,0.6744,0.6331,1.0725
1420028.04,9410785.52,-133.82,0.6660,0.6282,1.0665
1420193.71,9411019.84,-114.77,1.5263,2.0703,1.4105
1420105.84,9411134.74,-119.10,1.0605,1.4122,1.4025
1420075.80,9411075.60,-128.73,0.9562,1.2299,1.3143
1420137.92,9411126.71,-113.96,1.1339,1.5712,1.4244
1420014.59,9410851.10,-135.02,0.6829,0.6742,1.0791
1420040.84,9410776.29,-133.33,0.6828,0.6451,1.0889
1420049.38,9410771.61,-133.04,0.6884,0.6350,1.0851
1420036.58,9410779.13,-133.54,0.6757,0.6382,1.0802
1420065.86,9410835.34,-129.75,0.7396,0.7084,1.1223
1420026.28,9410804.39,-134.13,0.6716,0.6415,1.0705
1420087.26,9410900.80,-132.11,0.8154,0.8296,1.1804
1420101.38,9410839.14,-132.16,0.8016,0.7551,1.1662
1420171.16,9410914.10,-118.42,1.2687,1.3514,1.3059
1420039.29,9410790.54,-133.65,0.6819,0.6404,1.0798
1420260.15,9410988.00,-108.40,16.6905,17.8068,2.6957
1420016.67,9410801.38,-134.33,0.6581,0.6294,1.0602
1420052.51,9410767.72,-132.91,0.6918,0.6359,1.0873
1420020.81,9410799.99,-134.19,0.6635,0.6483,1.0687
1420099.84,9411081.78,-125.70,1.4113,3.8770,1.4435
1420049.88,9410763.77,-132.93,0.6863,0.6304,1.0837
1420019.57,9410792.40,-134.23,0.6576,0.6216,1.0591
1420063.34,9410781.15,-130.24,0.7175,0.6632,1.1058
1420136.93,9410914.37,-132.15,1.0041,1.1055,1.2612
1420161.33,9410908.74,-125.07,6.5291,8.0381,2.5861
1420043.43,9410784.81,-133.42,0.6852,0.6394,1.0824
1420151.29,9410815.16,-113.18,1.0667,0.8685,1.2310
1420179.74,9411015.78,-123.93,9.9573,17.2605,3.2949
1420077.65,9410796.18,-132.30,0.7355,0.6755,1.1210
1420023.47,9410789.70,-134.13,0.6612,0.6269,1.0641
1420032.01,9410780.42,-133.66,0.6682,0.6250,1.0688
1420024.99,9410781.49,-133.83,0.6596,0.6197,1.0621
1420056.72,9410769.04,-132.80,0.6992,0.6417,1.0941
1420069.30,9410756.38,-130.39,0.7115,0.6444,1.1041
1420090.16,9410839.20,-128.28,1.1655,1.4759,1.3067
1420036.33,9410781.12,-133.58,0.6747,0.6325,1.0756
1420039.79,9410786.94,-133.49,0.6813,0.6390,1.0797
1420149.81,9411211.89,-118.44,1.9371,5.6110,1.6119
1420020.16,9410819.91,-134.54,0.6722,0.7104,1.0864
1420018.11,9410811.48,-131.91,0.6635,0.6403,1.0653
1420326.84,9410941.77,-100.06,5.0307,3.5447,1.5855
1420110.13,9411066.89,-132.69,1.1262,2.2362,1.3782
1420125.37,9410883.52,-123.16,2.2398,3.0260,1.5214
1420062.35,9410773.02,-132.66,0.7256,0.6669,1.1161
1420055.87,9410774.64,-132.89,0.7004,0.6458,1.0949
1420065.71,9410751.54,-130.61,0.7050,0.6386,1.0994
1420042.28,9410849.00,-134.63,0.7206,0.7838,1.1184
1420031.01,9410799.05,-134.00,0.6758,0.6557,1.0802
1420082.24,9410997.97,-130.96,1.9607,6.8917,1.9060
1420066.18,9410773.55,-132.53,0.7135,0.6526,1.1046
1420060.85,9410773.26,-132.62,0.7114,0.6537,1.1042
1420075.75,9411043.23,-136.73,1.0331,2.6083,1.3672
1420018.61,9410792.03,-134.36,0.6563,0.6251,1.0603
1420039.05,9410912.86,-127.67,0.8058,2.2406,1.2938
1420022.00,9410800.50,-134.18,0.6642,0.6410,1.0684
1420107.95,9410903.43,-134.05,1.3203,2.0718,1.3665
1420091.11,9410918.42,-128.32,1.4330,2.9996,1.4483
1420040.68,9410850.48,-133.86,0.7403,1.1152,1.1818
1420224.05,9410850.75,-88.90,1.2287,0.9329,1.3319
1420071.39,9411097.63,-120.20,1.5973,7.2197,1.5919
1420066.39,9410740.99,-132.07,0.7031,0.6352,1.0977
1420082.99,9410854.58,-133.16,1.1671,1.0663,1.1800
1420052.42,9410740.02,-132.26,0.7119,0.6224,1.0845
1420032.16,9410741.71,-132.93,0.6700,0.6040,1.0622
1419997.95,9410743.91,-134.06,0.6259,0.5773,1.0310
1420079.96,9410796.44,-132.28,0.9115,0.7342,1.1360
1419993.51,9410737.15,-134.07,0.6136,0.5696,1.0248
1420058.12,9410742.73,-131.95,0.7594,0.6313,1.0943
1419992.85,9410744.77,-134.14,0.6134,0.5725,1.0249
1419993.65,9410736.89,-133.99,0.6141,0.5696,1.0251
1420017.06,9410730.24,-133.04,0.6517,0.5862,1.0470
1420015.52,9410734.34,-133.36,0.6434,0.5863,1.0448
1420001.26,9410735.58,-133.83,0.6269,0.5753,1.0324
1420040.03,9410737.08,-132.63,0.6844,0.6092,1.0702
1420012.32,9410738.50,-133.55,0.6500,0.5864,1.0443
1419992.28,9410758.86,-134.48,0.6182,0.5807,1.0275
1420023.85,9410736.02,-133.19,0.6677,0.5949,1.0550
1420007.39,9410728.40,-133.41,0.6285,0.5770,1.0360
1419985.45,9410751.36,-134.52,0.6062,0.5705,1.0198
1420040.60,9410746.59,-132.88,0.7094,0.6166,1.0744
1420062.01,9410781.72,-129.73,1.6960,1.0053,1.2108
1420023.20,9410733.66,-133.02,0.6576,0.5927,1.0527
1420048.54,9410800.84,-133.24,1.0437,0.8487,1.1331
1419987.51,9410758.47,-134.63,0.6103,0.5759,1.0227
1420026.48,9410757.35,-133.41,0.6744,0.6095,1.0601
1419996.90,9410761.26,-134.33,0.6258,0.5862,1.0322
1419982.24,9410752.65,-134.64,0.6021,0.5685,1.0171
1420220.34,9411047.38,-106.94,3.8916,4.3563,1.4673
1420025.11,9410751.41,-133.27,0.8019,0.6268,1.0796
1420083.25,9410799.26,-128.60,0.9492,0.7519,1.1399
1420138.42,9410906.59,-126.66,5.3927,4.8691,1.6211
1420149.91,9411051.06,-122.21,2.0231,2.8328,1.3908
1420186.88,9411041.42,-110.85,4.9586,6.1701,1.4748
1419986.69,9410802.47,-135.20,0.6449,0.6467,1.0424
1420182.80,9410987.05,-126.08,10.8420,11.3758,2.1171
1420235.06,9411029.40,-107.79,24.6262,25.0502,2.3055
1420159.67,9410826.83,-111.73,8.9716,4.2991,1.6000
1420152.16,9410821.85,-113.09,6.4449,3.0942,1.4521
1420118.12,9410860.60,-128.83,2.1364,1.6760,1.2731
1420030.77,9410803.94,-126.01,0.7440,0.6905,1.0793
1420155.92,9411101.11,-111.98,1.7754,2.6398,1.4229
1419972.42,9410779.03,-135.34,0.6064,0.5911,1.0203
1420129.92,9410842.92,-116.03,2.5957,1.7138,1.2540
1419985.21,9410767.24,-134.71,0.6119,0.5809,1.0233
1420094.81,9411064.66,-135.54,1.1734,1.7424,1.3334
1420154.27,9410815.59,-112.03,5.9774,2.6818,1.4089
1419986.54,9410743.52,-134.41,0.6059,0.5672,1.0196
1419980.97,9410776.84,-133.85,0.6093,0.5842,1.0220
1420145.76,9411048.21,-129.98,3.5153,5.2253,1.5212
1420190.95,9410915.45,-110.81,6.8187,5.1744,1.4657
1420169.49,9410912.54,-122.38,3.3696,2.7652,1.3759
1420140.32,9410876.93,-124.67,5.9655,4.5213,1.6408
1420133.70,9411067.86,-118.22,3.7336,6.2424,1.4788
1419971.54,9410780.21,-134.95,0.6288,0.6423,1.0399
1419995.14,9410773.74,-134.50,0.6303,0.5959,1.0344
1420113.49,9411064.46,-129.96,1.3130,1.9352,1.3512
1420109.67,9410820.06,-122.68,1.6431,1.0907,1.2021
1419966.08,9410783.98,-135.08,0.6081,0.6197,1.0271
1419983.79,9410792.54,-135.11,0.6244,0.6082,1.0314
1419995.48,9410722.11,-133.74,0.6811,0.5685,1.0416
1419983.52,9410744.07,-134.57,0.9247,0.6846,1.1442
1419971.66,9410721.46,-132.02,0.7731,0.5638,1.0948
1420045.41,9410721.63,-132.16,0.9106,0.6129,1.0983
1420042.77,9410728.88,-132.55,0.6680,0.6082,1.0705
1419972.54,9410717.89,-134.44,0.7595,0.5571,1.0952
1419953.51,9410747.65,-135.31,0.6087,0.5912,1.0344
1419953.08,9410739.59,-135.15,0.6053,0.5719,1.0325
1419960.90,9410747.41,-135.31,0.6040,0.5729,1.0191
1419953.79,9410740.86,-135.31,0.5865,0.5579,1.0120
1420040.56,9410718.64,-131.62,0.8513,0.6052,1.0873
1419972.32,9410736.99,-134.76,0.6269,0.5661,1.0257
1419977.39,9410702.71,-133.94,0.6250,0.5467,1.0238
1419953.27,9410744.41,-135.25,0.6397,0.6155,1.0677
1419980.65,9410725.60,-134.65,1.0313,0.6102,1.2098
1419973.37,9410730.78,-134.67,0.6326,0.5607,1.0278
1419986.16,9410728.52,-134.26,0.7034,0.5721,1.0501
1419983.91,9410731.26,-134.39,0.6517,0.5675,1.0331
1419990.04,9410738.37,-134.48,0.6682,0.5798,1.0389
1420003.00,9410725.97,-133.55,0.9598,0.5964,1.1141
1419993.13,9410722.48,-133.89,0.8997,0.5809,1.1095
1419958.60,9410742.70,-135.29,0.7397,0.6692,1.1383
1419975.86,9410704.34,-134.29,0.6207,0.5459,1.0225
1419960.83,9410735.43,-135.04,0.6079,0.5597,1.0226
1419992.72,9410737.99,-134.23,0.7709,0.6009,1.0691
1419988.08,9410722.42,-133.61,0.6953,0.5649,1.0458
1419979.28,9410737.51,-134.57,0.6410,0.5708,1.0299
1419968.99,9410734.27,-134.77,0.6251,0.5626,1.0265
1419964.41,9410734.20,-134.99,0.6037,0.5559,1.0169
1419984.80,9410759.92,-134.93,0.6759,0.6174,1.0435
1419984.31,9410711.14,-133.96,0.7653,0.5553,1.0752
1419976.55,9410734.68,-134.51,0.6423,0.5676,1.0309
1419995.01,9410709.17,-133.44,0.7482,0.5619,1.0604
1419951.39,9410741.38,-135.26,0.5962,0.5703,1.0260
1419976.37,9410737.61,-134.63,0.7711,0.6114,1.0909
1420009.74,9410764.65,-132.50,1.6619,1.1122,1.3093
1419970.55,9410716.63,-134.51,0.6324,0.5473,1.0299
1419949.56,9410736.23,-135.29,0.6900,0.6372,1.1517
1419988.90,9410730.32,-134.04,0.6573,0.5693,1.0346
1419985.07,9410738.22,-134.46,0.8362,0.6228,1.1022
1419963.13,9410719.62,-134.40,0.6191,0.5446,1.0281
1419972.64,9410725.71,-134.81,0.8475,0.5882,1.1453
1419956.16,9410727.31,-133.75,0.7431,0.5922,1.1529
1420007.91,9410714.28,-133.22,0.7092,0.5740,1.0513
1419978.57,9410703.29,-134.18,0.6674,0.5478,1.0415
1419992.21,9410704.51,-133.34,0.6566,0.5582,1.0349
1419974.23,9410712.62,-134.20,0.7906,0.5507,1.1065
1419990.19,9410711.90,-133.14,0.6474,0.5584,1.0315
1419988.69,9410713.26,-134.20,0.8320,0.5612,1.0941
1419984.21,9410705.66,-133.75,1.0991,0.5530,1.2234
1419996.54,9410707.42,-133.50,0.7311,0.5625,1.0554
1419996.41,9410715.30,-133.63,0.7021,0.5656,1.0476
1419973.52,9410714.42,-134.36,0.7510,0.5516,1.0882
1419998.81,9410710.85,-133.16,0.7470,0.5655,1.0592
1419996.79,9410708.47,-133.31,0.7230,0.5629,1.0532
1419971.02,9410711.80,-134.69,0.6577,0.5453,1.0433
1419969.03,9410709.78,-134.07,0.8396,0.5449,1.1569
1419965.92,9410714.53,-134.53,0.5962,0.5417,1.0122
1419981.51,9410715.08,-134.14,0.6245,0.5532,1.0233
1419974.20,9410716.34,-134.31,0.6238,0.5489,1.0237
1419998.39,9410713.12,-133.62,0.6653,0.5656,1.0387
1419979.80,9410713.41,-134.16,0.6302,0.5514,1.0257
1419982.18,9410710.51,-133.91,0.6874,0.5525,1.0468
1419988.74,9410701.72,-133.53,0.6938,0.5553,1.0459
1420007.43,9410710.48,-132.74,0.9308,0.5732,1.1011
1419975.98,9410708.96,-134.13,0.6220,0.5470,1.0227
1419972.71,9410708.16,-134.17,0.6582,0.5445,1.0413
1419966.54,9410717.67,-134.57,0.7997,0.5587,1.1433
1420005.08,9410705.29,-132.82,0.6909,0.5687,1.0464
1420010.99,9410713.96,-133.20,0.9952,0.5802,1.1160
1419964.15,9410714.44,-134.60,0.6086,0.5411,1.0212
1420001.44,9410705.03,-133.02,0.7015,0.5657,1.0477
1420017.73,9410709.05,-132.94,0.7974,0.5807,1.0712
1419975.86,9410717.52,-134.31,0.6251,0.5506,1.0240
1419983.52,9410707.04,-133.75,1.1591,0.5536,1.2585
1419968.25,9410711.05,-134.73,0.7551,0.5448,1.1078
1420034.12,9410707.36,-130.89,1.3629,0.5950,1.1679
1419970.16,9410707.16,-134.32,0.6045,0.5423,1.0157
1419972.69,9410718.86,-132.29,0.9918,0.5760,1.2165
1420020.54,9410711.78,-131.40,1.0055,0.5852,1.1086
1419986.49,9410720.24,-133.88,0.7338,0.5641,1.0602
1419967.85,9410737.00,-135.11,1.3847,0.9139,1.5842
1419956.69,9410732.49,-135.04,0.5943,0.5516,1.0164
1419962.92,9410737.99,-135.01,0.6840,0.5987,1.0740
1419973.20,9410743.59,-134.39,0.6362,0.5778,1.0295
1419956.23,9410729.82,-135.14,0.8251,0.6388,1.2406
1420007.23,9410727.85,-133.50,0.8206,0.5902,1.0752
1419959.06,9410739.91,-135.24,0.6666,0.6035,1.0724
1419957.12,9410746.89,-135.37,0.6013,0.5747,1.0211
1419981.51,9410718.80,-133.77,0.8987,0.5689,1.1349
1419964.96,9410740.48,-134.97,0.6680,0.5947,1.0574
1419968.18,9410730.63,-134.79,0.6364,0.5610,1.0335
1419973.87,9410726.54,-134.60,0.6729,0.5624,1.0468
1419961.39,9410743.79,-134.99,0.6514,0.6004,1.0532
1419968.23,9410739.60,-134.72,0.6341,0.5736,1.0326
1419970.61,9410729.43,-134.73,1.1423,0.6865,1.3504
1419957.44,9410738.17,-135.15,0.6061,0.5647,1.0253
1419947.21,9410741.17,-135.38,0.5980,0.5813,1.0408
1419956.37,9410747.32,-135.40,0.5948,0.5701,1.0162
1419966.46,9410726.50,-134.70,0.6130,0.5512,1.0213
1419944.53,9410742.49,-135.44,0.5740,0.5595,1.0118
1419975.95,9410754.26,-134.90,0.8242,0.7186,1.1197
1419968.23,9410743.77,-134.63,0.7761,0.6591,1.1162
1419963.31,9410721.41,-134.73,0.7268,0.5598,1.1039
1420073.92,9410739.76,-126.75,2.9047,0.8752,1.3556
1419966.75,9410734.04,-134.86,0.6103,0.5579,1.0195
1419961.33,9410721.24,-134.72,0.6118,0.5446,1.0254
1419950.98,9410736.51,-135.23,0.8398,0.7462,1.3261
1419948.82,9410737.25,-135.43,0.5846,0.5572,1.0187
1420069.63,9410777.49,-127.14,1.0059,0.7227,1.1266
1419957.63,9410750.96,-135.55,0.6016,0.5802,1.0206
1419966.74,9410746.79,-135.08,0.6293,0.5840,1.0305
1420004.16,9410746.67,-133.28,2.0740,1.0684,1.5223
1419953.49,9410735.71,-135.28,0.5922,0.5560,1.0186
1420012.47,9410727.46,-133.21,1.2903,0.6319,1.1921
1419988.90,9410752.09,-134.61,0.6895,0.6066,1.0461
1420052.91,9410748.35,-132.19,1.7341,0.7923,1.2256
1419964.87,9410724.85,-134.63,0.6566,0.5564,1.0502
1419959.82,9410748.90,-132.61,0.9994,0.9423,1.3371
1420112.85,9410743.02,-115.71,1.7979,0.7440,1.1840
1419950.16,9410742.36,-135.36,0.5987,0.5771,1.0316
1420105.04,9410787.63,-121.95,1.7658,0.9710,1.1967
1420010.35,9410752.56,-133.79,0.8210,0.6336,1.0913
1420010.76,9410734.85,-132.89,0.6484,0.5832,1.0426
1420041.49,9410742.84,-132.74,0.7156,0.6153,1.0756
1420049.80,9410748.75,-132.16,1.0110,0.6582,1.1176
1420115.43,9410821.04,-123.89,1.5683,1.0469,1.2097
1420009.15,9410779.53,-133.93,0.6905,0.6368,1.0592
1420074.08,9410775.45,-124.39,2.7646,1.2516,1.3490
1420113.80,9410813.14,-123.22,4.8018,2.5663,1.5613
1419999.24,9410739.37,-133.88,0.6388,0.5772,1.0359
1420054.22,9410788.99,-132.83,1.5746,1.0422,1.2166
1420027.02,9410745.96,-133.10,0.6720,0.6026,1.0588
1420065.76,9410768.57,-129.92,0.9727,0.6935,1.1241
1420028.41,9410764.55,-133.45,0.6696,0.6136,1.0629
1419982.11,9410689.49,-132.28,3.8450,0.9705,3.0823
1419982.38,9410685.23,-133.52,1.2796,0.6287,1.3456
1419952.33,9410712.44,-134.97,0.6214,0.5342,1.0597
1419950.96,9410691.50,-135.18,0.6790,0.5426,1.1397
1419960.66,9410708.35,-134.85,0.7077,0.5373,1.1093
1419971.50,9410659.71,-133.59,0.5777,0.5418,1.0058
1419990.85,9410702.60,-127.94,0.6478,0.5549,1.0289
1419951.45,9410676.35,-135.59,0.6770,0.5959,1.1371
1419997.55,9410656.67,-131.96,1.4669,0.9338,1.3230
1419964.57,9410697.13,-134.44,0.6769,0.5389,1.0704
1419951.54,9410691.36,-135.26,1.1543,0.6239,1.7626
1419977.02,9410670.09,-134.23,1.2184,0.7856,1.3633
1419956.66,9410697.44,-133.93,0.6772,0.5342,1.0974
1419949.75,9410689.78,-134.86,0.6215,0.5373,1.0725
1419979.22,9410680.34,-133.74,1.3153,0.6891,1.3980
1419975.50,9410689.99,-133.81,1.0518,0.5782,1.2627
1419986.36,9410662.73,-133.09,2.0568,1.2344,1.7654
1419961.86,9410661.96,-134.00,0.7299,0.6641,1.1216
1419959.17,9410682.26,-134.71,0.6812,0.5616,1.0936
1419945.64,9410682.71,-134.54,0.5866,0.5394,1.0408
1419954.82,9410667.58,-133.90,0.8296,0.7492,1.2710
1419985.74,9410669.91,-133.69,1.0973,0.7005,1.2284
1419965.34,9410704.26,-134.45,0.7252,0.5383,1.1024
1419951.68,9410708.81,-135.13,0.6485,0.5317,1.0947
1419981.20,9410693.41,-132.02,1.3714,0.5811,1.3922
1419962.33,9410664.96,-132.92,0.8821,0.7530,1.2364
1419966.23,9410679.13,-134.00,0.7860,0.5931,1.1423
1419984.57,9410666.26,-133.76,0.8719,0.6462,1.1266
1419954.25,9410691.03,-135.08,0.9700,0.5855,1.4548
1419966.30,9410658.50,-133.43,0.6992,0.6383,1.0814
1420028.93,9410685.15,-131.58,1.5681,0.6316,1.2378
1419998.33,9410686.15,-131.60,1.2816,0.6085,1.2375
1419973.31,9410684.76,-133.42,1.7117,0.7465,1.7577
1420077.68,9410641.19,-109.69,2.7534,1.1968,1.2207
1419948.13,9410705.47,-135.61,0.6282,0.5275,1.0912
1419948.66,9410674.03,-134.60,0.5982,0.5585,1.0466
1419958.28,9410704.05,-135.00,0.6582,0.5336,1.0758
1419976.98,9410685.73,-133.27,0.8133,0.5680,1.1150
1419951.68,9410705.71,-135.30,0.8135,0.5303,1.3042
1419957.45,9410676.10,-134.33,0.7713,0.6247,1.1867
1420003.92,9410682.00,-129.11,1.3703,0.6379,1.2309
1420013.75,9410689.27,-132.26,4.2587,0.8446,2.4502
1419965.15,9410686.48,-134.09,0.6861,0.5513,1.0752
1419944.04,9410670.65,-130.16,0.7068,0.7054,1.2218
1419948.39,9410691.56,-135.11,0.7469,0.5547,1.2604
1419957.58,9410674.54,-133.81,0.6451,0.5702,1.0650
1419943.53,9410673.01,-134.38,0.5967,0.5729,1.0688
1419957.95,9410663.10,-133.54,0.7589,0.7033,1.1671
1419959.54,9410702.27,-135.00,0.7730,0.5346,1.1754
1419946.29,9410688.56,-134.92,0.6407,0.5453,1.1228
1419942.31,9410681.08,-130.86,0.5859,0.5456,1.0492
1419948.32,9410675.99,-134.25,0.6006,0.5566,1.0507
1419945.57,9410672.23,-134.85,0.7080,0.6783,1.2395
1419958.74,9410674.90,-134.03,0.6680,0.5782,1.0818
1419988.17,9410680.12,-133.78,0.9092,0.5947,1.1328
1419955.22,9410672.69,-133.36,0.7732,0.6594,1.2017
1419966.30,9410675.51,-134.88,0.7491,0.5965,1.1197
1419996.28,9410681.83,-132.91,1.8743,0.7319,1.5344
1419944.81,9410688.17,-135.07,0.5911,0.5340,1.0527
1419993.08,9410696.20,-132.27,1.2089,0.5668,1.2342
1419960.14,9410709.90,-134.72,0.7136,0.5385,1.1161
1419958.11,9410677.83,-134.40,0.8510,0.6474,1.2610
1419960.06,9410659.21,-133.37,0.7206,0.6814,1.1201
1420004.13,9410673.04,-129.27,1.7179,0.7837,1.3564
1419944.55,9410689.35,-134.85,0.5992,0.5343,1.0670
1419966.20,9410685.09,-133.99,0.7578,0.5653,1.1218
1419966.42,9410693.09,-133.90,1.0027,0.5635,1.3049
1419960.29,9410685.31,-134.87,1.1497,0.6637,1.5368
1419970.04,9410688.41,-134.20,1.5378,0.6659,1.6964
1419968.20,9410692.20,-133.88,1.1053,0.5758,1.3675
1419970.79,9410698.52,-134.28,2.4397,0.5884,2.4637
1420006.43,9410692.57,-132.82,1.1651,0.5810,1.1784
1419949.39,9410694.18,-134.99,0.8840,0.5586,1.4377
1419952.35,9410694.17,-134.91,0.8824,0.5556,1.3785
1419956.44,9410700.11,-134.67,0.6505,0.5324,1.0747
1419965.56,9410674.03,-133.99,1.0239,0.7215,1.3323
1419992.97,9410676.63,-132.90,1.2678,0.6752,1.2668
1419963.12,9410688.75,-134.27,1.0308,0.5957,1.3700
1419968.13,9410682.09,-133.87,0.7399,0.5693,1.1022
1419961.10,9410687.94,-134.79,1.1336,0.6266,1.5048
1419963.35,9410692.28,-134.46,0.7503,0.5474,1.1306
1419952.03,9410668.88,-134.09,1.2393,1.1244,1.8363
1419969.32,9410691.67,-134.16,0.8657,0.5578,1.1821
1419964.95,9410670.76,-134.12,0.7737,0.6316,1.1406
1419971.70,9410671.15,-133.45,1.4571,0.9217,1.5893
1419962.02,9410707.09,-133.33,1.1013,0.5391,1.4390
1419978.66,9410697.92,-133.85,0.8131,0.5494,1.1118
1419946.41,9410696.36,-135.16,0.6526,0.5310,1.1412
1419951.28,9410678.27,-134.86,0.7758,0.6387,1.2585
1419959.17,9410689.06,-134.47,0.6469,0.5420,1.0624
1419984.43,9410700.19,-133.27,1.3643,0.5555,1.3738
1419999.34,9410691.66,-133.01,1.2938,0.5857,1.2486
1419978.33,9410662.77,-133.13,1.6523,1.1144,1.6239
1419952.28,9410688.21,-135.21,1.5996,0.8017,2.3412
1419974.60,9410673.13,-133.80,1.2015,0.7566,1.3703
1420008.57,9410677.63,-131.21,2.2796,0.8309,1.5803
1419955.39,9410684.45,-134.86,0.8400,0.6034,1.2842
1419983.29,9410677.14,-133.35,0.8544,0.5979,1.1193
1419959.21,9410697.79,-134.34,0.6579,0.5350,1.0709
1419952.60,9410685.03,-134.65,0.8279,0.6028,1.3034
1419978.87,9410654.14,-132.49,0.9530,0.7885,1.1801
1419981.30,9410683.29,-123.49,0.9310,0.5871,1.1132
1419973.91,9410683.40,-133.86,1.3951,0.6913,1.5159
1419976.25,9410677.15,-133.73,1.0203,0.6503,1.2389
1419958.72,9410703.37,-134.47,0.6739,0.5336,1.0868
1419971.01,9410668.50,-133.68,0.7846,0.6307,1.1208
1419954.28,9410692.23,-134.70,0.6494,0.5375,1.0830
1419960.26,9410714.39,-135.19,0.7535,0.5477,1.1532
1419984.20,9410659.51,-131.78,1.9631,1.2895,1.7125
1419991.94,9410649.48,-131.62,1.5976,1.1621,1.4185
1419953.16,9410672.32,-134.22,0.6224,0.5707,1.0586
1419976.49,9410697.66,-134.12,1.0294,0.5521,1.2446
1419956.01,9410717.75,-134.91,0.8371,0.5691,1.2725
1419953.52,9410697.07,-134.70,0.6277,0.5316,1.0626
1419948.12,9410684.51,-134.98,0.6151,0.5457,1.0727
1419948.96,9410679.73,-134.29,1.2859,0.9399,2.0197
1419992.98,9410646.74,-130.21,1.2320,0.9501,1.2334
1419952.10,9410707.43,-135.13,0.6725,0.5311,1.1221
1419967.63,9410667.66,-133.62,0.9595,0.7413,1.2590
1419957.33,9410682.11,-134.11,0.6805,0.5634,1.0990
1420003.50,9410679.04,-132.67,4.6454,1.3888,2.9061
1419957.49,9410667.20,-133.69,1.2547,1.0618,1.6863
1419958.00,9410715.29,-135.28,0.8298,0.5563,1.2458
1419947.34,9410669.94,-134.37,0.7785,0.7530,1.3169
1419991.32,9410700.87,-130.59,4.8511,0.5913,3.3122
1419943.14,9410688.19,-134.94,0.6105,0.5406,1.0979
1419949.73,9410682.66,-134.65,0.6008,0.5426,1.0456
1419949.28,9410697.18,-134.95,0.6094,0.5288,1.0581
1419978.47,9410665.77,-133.81,0.9483,0.6979,1.1859
1420004.14,9410662.56,-129.03,1.4386,0.8168,1.2538
1420011.10,9410676.16,-127.51,1.5717,0.7027,1.2584
1419985.58,9410690.87,-133.52,0.9378,0.5670,1.1506
1420001.17,9410681.45,-132.69,1.5867,0.6765,1.3587
1420004.04,9410658.29,-130.64,1.5605,0.9155,1.3135
1419989.43,9410665.55,-133.77,1.1136,0.7275,1.2198
1419995.59,9410648.13,-129.15,1.0488,0.8055,1.1508
1419944.56,9410698.35,-135.81,0.7154,0.5308,1.2744
1419996.38,9410674.77,-132.00,5.3404,1.9406,3.5078
1419948.62,9410707.10,-135.17,0.6176,0.5283,1.0720
1419955.73,9410706.70,-134.91,0.6789,0.5328,1.1066
1419955.65,9410693.90,-134.63,0.9568,0.5616,1.4081
1419962.31,9410691.34,-134.39,0.6838,0.5436,1.0826
1419946.44,9410694.06,-134.89,0.6639,0.5360,1.1573
1419942.65,9410697.28,-135.19,0.5795,0.5242,1.0414
1419965.26,9410702.14,-134.41,0.8477,0.5385,1.1954
1419981.59,9410653.71,-130.60,1.1918,0.9344,1.2759
1419954.50,9410710.88,-135.16,0.7458,0.5383,1.1889
1419969.80,9410656.50,-133.07,0.7731,0.6913,1.1167
1419943.85,9410682.01,-134.65,0.6805,0.5949,1.2153
1419991.52,9410665.61,-133.54,0.9871,0.6756,1.1567
1420061.32,9410632.49,-117.34,3.4304,1.7343,1.3997
1419956.39,9410710.46,-134.67,0.7004,0.5369,1.1237
1419993.87,9410662.62,-132.74,1.0762,0.7206,1.1819
1420042.55,9410709.66,-128.47,2.7996,0.6128,1.4885
1419952.00,9410681.20,-134.72,0.7894,0.6198,1.2655
1419955.74,9410671.47,-134.00,1.1778,0.9459,1.6498
1420076.35,9410678.55,-114.69,7.4582,1.3162,1.9608
1419983.39,9410655.99,-131.09,0.8732,0.7032,1.1206
1419955.43,9410717.07,-135.50,0.6551,0.5442,1.0845
1419957.63,9410693.36,-134.32,0.6911,0.5401,1.1075
1420069.62,9410671.44,-113.38,3.2725,0.9095,1.3042
1419953.42,9410664.75,-133.97,0.6605,0.6289,1.0986
1420005.37,9410653.93,-127.74,2.1450,1.2466,1.4952
1420017.60,9410699.89,-132.79,2.5717,0.5875,1.6493
1420033.00,9410682.94,-129.63,1.7553,0.6562,1.2625
1419943.37,9410669.81,-134.30,0.6222,0.6169,1.1158
1419945.09,9410701.13,-135.44,0.6299,0.5254,1.1161
1419946.35,9410701.93,-130.76,0.5934,0.5239,1.0402
1420026.41,9410704.63,-132.61,1.6211,0.5872,1.2648
1420015.55,9410667.88,-126.41,4.5722,1.6933,2.3310
1420063.33,9410659.56,-120.33,4.9734,1.5808,1.7391
1420002.06,9410665.01,-130.98,4.0175,1.8298,2.5287
1420025.44,9410701.05,-132.53,1.7573,0.5875,1.3073
