DJI_0248.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.00245991, -0.00723094, -0.00196498, 0.000399191, -0.000352495, 0.000157278, -0.00105721, -0.0082334, 0.0533623, 1, -0.00209274, 0.00128433, -0.0280731, 0.64717
0.00032407, 0.00448242, 0.000785026, -0.000208, 7.85518e-05, 2.01002e-05, 0.00111775, 0.00345065, 0.00201862, -0.00209274, 1, -0.540494, -0.00614271, -0.00290412
0.0116166, -0.0132513, 0.0103483, -1.65764e-05, 0.00239176, -0.0017319, 0.00786501, -0.0134612, -0.0228667, 0.00128433, -0.540494, 1, -0.134921, 0.00568267
-0.013421, 0.0201489, 0.0226124, -0.00222689, 0.000884025, -0.000275464, 0.0190484, 0.0179792, 0.00383927, -0.0280731, -0.00614271, -0.134921, 1, 0.00526984
-0.0267967, 0.0137233, -0.0186505, -0.00109216, -0.00362171, 0.00334967, -0.0237373, 0.0134777, -0.147305, 0.64717, -0.00290412, 0.00568267, 0.00526984, 1
DJI_0180.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00611871, 0.000811121, 0.000488823, 0.0131865, -0.00860689, -0.0267548
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00439545, -0.00747815, 0.00446554, -0.0126537, 0.0175923, 0.0111847
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00131866, -0.00226034, 0.000200775, 0.00669843, 0.0199515, -0.0155645
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00204912, 0.000386051, -0.000159101, 0.000412704, -0.00241988, -0.0017607
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 4.67322e-05, -0.000788496, 2.92781e-05, 0.00203457, 0.00214952, -0.00257166
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 5.96628e-05, 0.000727438, 5.43834e-05, -0.00144291, -0.00174268, 0.0020672
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000873626, -0.00181202, 0.000635159, 0.00482663, 0.0169086, -0.0208077
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00389025, -0.00844743, 0.00352159, -0.012572, 0.0157379, 0.0115732
-0.00611871, 0.00439545, -0.00131866, -0.00204912, 4.67322e-05, 5.96628e-05, -0.000873626, 0.00389025, 1, 0.0684762, 0.00171153, -0.0198727, -0.000924674, -0.181094
0.000811121, -0.00747815, -0.00226034, 0.000386051, -0.000788496, 0.000727438, -0.00181202, -0.00844743, 0.0684762, 1, -0.00208003, 0.00470852, -0.0263789, 0.641423
0.000488823, 0.00446554, 0.000200775, -0.000159101, 2.92781e-05, 5.43834e-05, 0.000635159, 0.00352159, 0.00171153, -0.00208003, 1, -0.520509, -0.138385, -0.004357
0.0131865, -0.0126537, 0.00669843, 0.000412704, 0.00203457, -0.00144291, 0.00482663, -0.012572, -0.0198727, 0.00470852, -0.520509, 1, -0.0862821, 0.00919269
-0.00860689, 0.0175923, 0.0199515, -0.00241988, 0.00214952, -0.00174268, 0.0169086, 0.0157379, -0.000924674, -0.0263789, -0.138385, -0.0862821, 1, 0.0078142
-0.0267548, 0.0111847, -0.0155645, -0.0017607, -0.00257166, 0.0020672, -0.0208077, 0.0115732, -0.181094, 0.641423, -0.004357, 0.00919269, 0.0078142, 1
DJI_0181.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00515034, -0.000305047, 0.000802095, 0.0134847, -0.00628026, -0.0257991
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00490305, -0.00754165, 0.00447544, -0.0119659, 0.0162307, 0.00876585
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.000921723, -0.00244168, -0.000434321, 0.00569451, 0.0184973, -0.0117886
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00199564, 0.000112112, -8.35061e-05, 0.000535372, -0.00200389, -0.00154932
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000137024, -0.000803351, -6.77318e-05, 0.00180976, 0.00216506, -0.00256297
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -5.10467e-06, 0.000745355, 0.000142961, -0.00124913, -0.00170161, 0.00215202
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000399531, -0.00215535, 0.000148349, 0.00429249, 0.0152016, -0.0173308
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00441795, -0.00850457, 0.00361085, -0.0118622, 0.0146339, 0.00960405
-0.00515034, 0.00490305, -0.000921723, -0.00199564, 0.000137024, -5.10467e-06, -0.000399531, 0.00441795, 1, 0.0825502, 0.00154881, -0.0178416, -0.00247803, -0.213622
-0.000305047, -0.00754165, -0.00244168, 0.000112112, -0.000803351, 0.000745355, -0.00215535, -0.00850457, 0.0825502, 1, -0.00203112, 0.00543485, -0.0258116, 0.628128
0.000802095, 0.00447544, -0.000434321, -8.35061e-05, -6.77318e-05, 0.000142961, 0.000148349, 0.00361085, 0.00154881, -0.00203112, 1, -0.504954, -0.19639, -0.00648038
0.0134847, -0.0119659, 0.00569451, 0.000535372, 0.00180976, -0.00124913, 0.00429249, -0.0118622, -0.0178416, 0.00543485, -0.504954, 1, -0.0696036, 0.0142957
-0.00628026, 0.0162307, 0.0184973, -0.00200389, 0.00216506, -0.00170161, 0.0152016, 0.0146339, -0.00247803, -0.0258116, -0.19639, -0.0696036, 1, 0.0126084
-0.0257991, 0.00876585, -0.0117886, -0.00154932, -0.00256297, 0.00215202, -0.0173308, 0.00960405, -0.213622, 0.628128, -0.00648038, 0.0142957, 0.0126084, 1
DJI_0182.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0136715, -0.00111786, 0.000315951, -0.0278892, 0.00219842, 0.00273352
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00775391, -0.00748817, 0.000319795, -0.00114418, 0.0221918, 0.0276357
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00211137, 0.00411485, -0.00031672, 0.043003, -0.00911218, 0.0168857
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00267687, -0.000855757, -5.68894e-05, -0.0044208, -0.000952046, -0.0015282
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000396437, 0.000629463, -7.57294e-07, 0.000962187, 0.00085171, 0.00203333
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000208773, -0.00065819, 3.24825e-05, -0.00062632, -0.00103122, -0.00209984
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00468969, 0.00389183, -0.0003262, 0.0354588, -0.00609283, 0.0132098
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00730915, -0.00741362, 0.000932944, -0.00128779, 0.021256, 0.0250816
-0.0136715, 0.00775391, -0.00211137, -0.00267687, 0.000396437, -0.000208773, -0.00468969, 0.00730915, 1, 0.098248, 0.00183473, 0.0198909, -0.00109925, -0.263709
-0.00111786, -0.00748817, 0.00411485, -0.000855757, 0.000629463, -0.00065819, 0.00389183, -0.00741362, 0.098248, 1, -0.00165343, -0.00346719, 0.0201562, 0.625083
0.000315951, 0.000319795, -0.00031672, -5.68894e-05, -7.57294e-07, 3.24825e-05, -0.0003262, 0.000932944, 0.00183473, -0.00165343, 1, 0.514355, 0.159145, 0.0167926
-0.0278892, -0.00114418, 0.043003, -0.0044208, 0.000962187, -0.00062632, 0.0354588, -0.00128779, 0.0198909, -0.00346719, 0.514355, 1, -0.115772, 0.0326251
0.00219842, 0.0221918, -0.00911218, -0.000952046, 0.00085171, -0.00103122, -0.00609283, 0.021256, -0.00109925, 0.0201562, 0.159145, -0.115772, 1, -0.00103737
0.00273352, 0.0276357, 0.0168857, -0.0015282, 0.00203333, -0.00209984, 0.0132098, 0.0250816, -0.263709, 0.625083, 0.0167926, 0.0326251, -0.00103737, 1
DJI_0183.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0131118, -0.00302007, 0.000504428, -0.0275665, 0.00678667, 0.00249019
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00799677, -0.00672124, 0.000348234, -0.00117945, 0.0210888, 0.0272616
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00246356, 0.00357026, -0.000626505, 0.0422974, -0.0130751, 0.0161401
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00261716, -0.000929442, -3.53769e-05, -0.00460949, 0.000371677, -0.000930549
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000386955, 0.00047105, 2.33055e-06, 0.00108889, 0.000272619, 0.00146806
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000193432, -0.000477344, 1.53188e-05, -0.000805762, -0.000483854, -0.00150588
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00495285, 0.00288084, -0.00049308, 0.0355202, -0.0102581, 0.0128433
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00756752, -0.00672983, 0.000953463, -0.00142155, 0.0200679, 0.0249413
-0.0131118, 0.00799677, -0.00246356, -0.00261716, 0.000386955, -0.000193432, -0.00495285, 0.00756752, 1, 0.106891, 0.00160124, 0.0170449, -0.0057611, -0.292002
-0.00302007, -0.00672124, 0.00357026, -0.000929442, 0.00047105, -0.000477344, 0.00288084, -0.00672983, 0.106891, 1, -0.00143064, 0.000898504, 0.0169209, 0.608148
0.000504428, 0.000348234, -0.000626505, -3.53769e-05, 2.33055e-06, 1.53188e-05, -0.00049308, 0.000953463, 0.00160124, -0.00143064, 1, 0.543019, 0.0255764, 0.020071
-0.0275665, -0.00117945, 0.0422974, -0.00460949, 0.00108889, -0.000805762, 0.0355202, -0.00142155, 0.0170449, 0.000898504, 0.543019, 1, -0.174433, 0.0371737
0.00678667, 0.0210888, -0.0130751, 0.000371677, 0.000272619, -0.000483854, -0.0102581, 0.0200679, -0.0057611, 0.0169209, 0.0255764, -0.174433, 1, -0.00378464
0.00249019, 0.0272616, 0.0161401, -0.000930549, 0.00146806, -0.00150588, 0.0128433, 0.0249413, -0.292002, 0.608148, 0.020071, 0.0371737, -0.00378464, 1
DJI_0184.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0124179, -0.00459496, 0.000698787, -0.0271032, 0.00856478, 0.00180523
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00795409, -0.00606406, 0.000428517, -0.00142999, 0.0200773, 0.0270115
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00279202, 0.00309878, -0.000969553, 0.0415657, -0.01413, 0.0151866
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00256206, -0.00109962, -1.91299e-05, -0.00476797, 0.000853612, -0.000638546
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000401376, 0.000431876, 4.94458e-06, 0.00120973, 0.000142077, 0.00116197
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000200041, -0.000441519, 7.44149e-06, -0.000945388, -0.000417103, -0.00127108
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00515809, 0.00219543, -0.000741244, 0.0352581, -0.0112309, 0.0122055
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00760791, -0.0060935, 0.000989569, -0.00172698, 0.0191006, 0.0249838
-0.0124179, 0.00795409, -0.00279202, -0.00256206, 0.000401376, -0.000200041, -0.00515809, 0.00760791, 1, 0.113776, 0.00140118, 0.014142, -0.00722843, -0.318673
-0.00459496, -0.00606406, 0.00309878, -0.00109962, 0.000431876, -0.000441519, 0.00219543, -0.0060935, 0.113776, 1, -0.00121564, 0.00301299, 0.0137551, 0.589624
0.000698787, 0.000428517, -0.000969553, -1.91299e-05, 4.94458e-06, 7.44149e-06, -0.000741244, 0.000989569, 0.00140118, -0.00121564, 1, 0.54932, -0.0451047, 0.0207865
-0.0271032, -0.00142999, 0.0415657, -0.00476797, 0.00120973, -0.000945388, 0.0352581, -0.00172698, 0.014142, 0.00301299, 0.54932, 1, -0.188574, 0.038197
0.00856478, 0.0200773, -0.01413, 0.000853612, 0.000142077, -0.000417103, -0.0112309, 0.0191006, -0.00722843, 0.0137551, -0.0451047, -0.188574, 1, -0.00450264
0.00180523, 0.0270115, 0.0151866, -0.000638546, 0.00116197, -0.00127108, 0.0122055, 0.0249838, -0.318673, 0.589624, 0.0207865, 0.038197, -0.00450264, 1
DJI_0185.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0122412, -0.0059972, 0.00105326, -0.0232246, 0.00926316, 0.00153044
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.0079996, -0.00590255, 0.000515148, -0.00145472, 0.0155597, 0.0293726
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00215998, 0.00320974, -0.00166729, 0.0394702, -0.0141932, 0.0140004
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00267672, -0.00123655, 7.72575e-05, -0.00428985, 0.00141677, -0.000258446
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000607209, 0.000309435, -1.37969e-05, 0.00121941, -0.000507555, 0.00059888
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.00041812, -0.000251836, 3.23507e-05, -0.000885416, 0.000379455, -0.000601786
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.005175, 0.00178899, -0.00140628, 0.0328085, -0.0109791, 0.0112974
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.0077008, -0.00600967, 0.00101792, -0.0019483, 0.0143944, 0.0275611
-0.0122412, 0.0079996, -0.00215998, -0.00267672, 0.000607209, -0.00041812, -0.005175, 0.0077008, 1, 0.118179, 0.00127181, 0.0121563, -0.00779412, -0.339383
-0.0059972, -0.00590255, 0.00320974, -0.00123655, 0.000309435, -0.000251836, 0.00178899, -0.00600967, 0.118179, 1, -0.00107651, 0.00405826, 0.0117653, 0.573377
0.00105326, 0.000515148, -0.00166729, 7.72575e-05, -1.37969e-05, 3.23507e-05, -0.00140628, 0.00101792, 0.00127181, -0.00107651, 1, 0.548291, -0.0853659, 0.0200621
-0.0232246, -0.00145472, 0.0394702, -0.00428985, 0.00121941, -0.000885416, 0.0328085, -0.0019483, 0.0121563, 0.00405826, 0.548291, 1, -0.186651, 0.0370881
0.00926316, 0.0155597, -0.0141932, 0.00141677, -0.000507555, 0.000379455, -0.0109791, 0.0143944, -0.00779412, 0.0117653, -0.0853659, -0.186651, 1, -0.0041552
0.00153044, 0.0293726, 0.0140004, -0.000258446, 0.00059888, -0.000601786, 0.0112974, 0.0275611, -0.339383, 0.573377, 0.0200621, 0.0370881, -0.0041552, 1
DJI_0186.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.010929, -0.00764003, 0.00142813, -0.0219596, 0.00970485, 0.000520211
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00796612, -0.00515245, 0.000625454, -0.00143816, 0.0148061, 0.0292987
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00244225, 0.00253358, -0.00227501, 0.0376836, -0.0144961, 0.0122367
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00247099, -0.00156559, 0.000141141, -0.00420317, 0.00145447, -0.000481674
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000565693, 0.000420327, -2.19216e-05, 0.00129812, -0.000361245, 0.000792662
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000371203, -0.000352662, 2.852e-05, -0.000993276, 0.000203494, -0.000824398
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00508571, 0.000667109, -0.00191566, 0.0314659, -0.0117549, 0.00929127
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00777235, -0.00528919, 0.00102909, -0.00222697, 0.0136346, 0.0275842
-0.010929, 0.00796612, -0.00244225, -0.00247099, 0.000565693, -0.000371203, -0.00508571, 0.00777235, 1, 0.122918, 0.00105113, 0.00869535, -0.00716421, -0.370463
-0.00764003, -0.00515245, 0.00253358, -0.00156559, 0.000420327, -0.000352662, 0.000667109, -0.00528919, 0.122918, 1, -0.000782966, 0.00466384, 0.00848777, 0.545827
0.00142813, 0.000625454, -0.00227501, 0.000141141, -2.19216e-05, 2.852e-05, -0.00191566, 0.00102909, 0.00105113, -0.000782966, 1, 0.538842, -0.131457, 0.0171443
-0.0219596, -0.00143816, 0.0376836, -0.00420317, 0.00129812, -0.000993276, 0.0314659, -0.00222697, 0.00869535, 0.00466384, 0.538842, 1, -0.168192, 0.0325527
0.00970485, 0.0148061, -0.0144961, 0.00145447, -0.000361245, 0.000203494, -0.0117549, 0.0136346, -0.00716421, 0.00848777, -0.131457, -0.168192, 1, -0.00273153
0.000520211, 0.0292987, 0.0122367, -0.000481674, 0.000792662, -0.000824398, 0.00929127, 0.0275842, -0.370463, 0.545827, 0.0171443, 0.0325527, -0.00273153, 1
DJI_0187.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00975627, -0.00868977, 0.00168382, -0.0208819, 0.00975685, -0.000295325
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00789542, -0.0046311, 0.000692544, -0.00140896, 0.0145455, 0.029227
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00255523, 0.00215403, -0.00257695, 0.036603, -0.0145622, 0.0113185
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00227251, -0.00173078, 0.000167387, -0.00407394, 0.00150122, -0.000504858
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000518909, 0.000449489, -1.65337e-05, 0.00130673, -0.000300179, 0.000757104
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000340192, -0.000370748, 1.59821e-05, -0.00104864, 0.000154963, -0.000771292
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00479892, -8.25254e-05, -0.0021112, 0.03087, -0.0125457, 0.00801693
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00772272, -0.00476705, 0.0010425, -0.00243312, 0.0134691, 0.0276803
-0.00975627, 0.00789542, -0.00255523, -0.00227251, 0.000518909, -0.000340192, -0.00479892, 0.00772272, 1, 0.124278, 0.000995367, 0.0074075, -0.0075389, -0.389934
-0.00868977, -0.0046311, 0.00215403, -0.00173078, 0.000449489, -0.000370748, -8.25254e-05, -0.00476705, 0.124278, 1, -0.000681525, 0.00554979, 0.00731402, 0.525133
0.00168382, 0.000692544, -0.00257695, 0.000167387, -1.65337e-05, 1.59821e-05, -0.0021112, 0.0010425, 0.000995367, -0.000681525, 1, 0.524747, -0.165779, 0.0155649
-0.0208819, -0.00140896, 0.036603, -0.00407394, 0.00130673, -0.00104864, 0.03087, -0.00243312, 0.0074075, 0.00554979, 0.524747, 1, -0.141925, 0.0306519
0.00975685, 0.0145455, -0.0145622, 0.00150122, -0.000300179, 0.000154963, -0.0125457, 0.0134691, -0.0075389, 0.00731402, -0.165779, -0.141925, 1, -0.00161161
-0.000295325, 0.029227, 0.0113185, -0.000504858, 0.000757104, -0.000771292, 0.00801693, 0.0276803, -0.389934, 0.525133, 0.0155649, 0.0306519, -0.00161161, 1
DJI_0188.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00742172, -0.00994211, 0.00191469, -0.0188274, 0.0109743, -0.000637327
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00799181, -0.00374149, 0.000833089, -0.0012313, 0.0129023, 0.0288052
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00275178, 0.00138424, -0.00330077, 0.0328362, -0.0144508, 0.00917968
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00193401, -0.00189833, 0.000198507, -0.00371465, 0.00182563, -0.000231917
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000530479, 0.000421564, -2.74122e-05, 0.00122437, -0.000468807, 0.000415376
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000368695, -0.000342183, 4.25337e-05, -0.000950333, 0.000321841, -0.000463129
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00459884, -0.00106884, -0.00278867, 0.0275115, -0.0120937, 0.00651202
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.00784786, -0.00387382, 0.00111624, -0.00255228, 0.0120832, 0.0274932
-0.00742172, 0.00799181, -0.00275178, -0.00193401, 0.000530479, -0.000368695, -0.00459884, 0.00784786, 1, 0.123169, 0.000356453, -0.000233454, 0.00181589, -0.421776
-0.00994211, -0.00374149, 0.00138424, -0.00189833, 0.000421564, -0.000342183, -0.00106884, -0.00387382, 0.123169, 1, 0.000235478, -0.000823548, 0.000395927, 0.484528
0.00191469, 0.000833089, -0.00330077, 0.000198507, -2.74122e-05, 4.25337e-05, -0.00278867, 0.00111624, 0.000356453, 0.000235478, 1, 0.475264, -0.228957, 0.0115743
-0.0188274, -0.0012313, 0.0328362, -0.00371465, 0.00122437, -0.000950333, 0.0275115, -0.00255228, -0.000233454, -0.000823548, 0.475264, 1, -0.0623479, 0.0258071
0.0109743, 0.0129023, -0.0144508, 0.00182563, -0.000468807, 0.000321841, -0.0120937, 0.0120832, 0.00181589, 0.000395927, -0.228957, -0.0623479, 1, 0.00107314
-0.000637327, 0.0288052, 0.00917968, -0.000231917, 0.000415376, -0.000463129, 0.00651202, 0.0274932, -0.421776, 0.484528, 0.0115743, 0.0258071, 0.00107314, 1
DJI_0189.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.006106, -0.0103716, 0.00221745, -0.0176049, 0.010894, -0.00116403
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, 0.00785524, -0.00341209, 0.000845886, -0.00138556, 0.0125064, 0.02844
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00260337, 0.00108479, -0.0037566, 0.031211, -0.0137543, 0.00787061
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.00174137, -0.00198816, 0.000266048, -0.0034574, 0.00184318, -0.000130158
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000562105, 0.000421695, -5.50129e-05, 0.00112822, -0.000550352, 0.000165116
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000417051, -0.000321871, 6.10256e-05, -0.000883027, 0.000458613, -0.000188149
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00419705, -0.00149001, -0.00316592, 0.0261898, -0.0114572, 0.00529126
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, 0.007755, -0.0035268, 0.00108271, -0.00283804, 0.0116918, 0.0273155
-0.006106, 0.00785524, -0.00260337, -0.00174137, 0.000562105, -0.000417051, -0.00419705, 0.007755, 1, 0.120183, 0.000229044, -0.00111029, 0.00453478, -0.436805
-0.0103716, -0.00341209, 0.00108479, -0.00198816, 0.000421695, -0.000321871, -0.00149001, -0.0035268, 0.120183, 1, 0.000476671, -0.00301163, -0.000686745, 0.459564
