DJI_0248.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.0161264, 0.00556826, 0.0195725, -0.00308398, 0.000513248, -0.000396204, 0.0205512, 0.00602879, 0.00135292, -0.00884356, 0.479066, -0.114514, 1, -0.00368532
-8.40784e-05, 0.0267208, -0.00498648, -0.00037329, 0.000494686, -0.000297578, -0.00560417, 0.0279879, 0.601901, -0.465159, 0.00539138, 0.0153819, -0.00368532, 1
DJI_0275.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00150064, -0.00982997, -0.00693818, -0.0241289, -0.0104335, 0.00399945
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00710438, 0.00949218, -0.00412812, -0.0110354, 0.0114064, 0.0276692
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00233327, -0.00513726, 0.00842135, 0.0419696, 0.0138228, -0.00316538
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000322836, -0.0024765, -0.00100492, -0.00318974, -0.00262595, 0.000112127
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 3.82596e-05, 0.000490319, 3.4474e-05, 0.000819052, 0.000720516, 0.000462249
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 4.83427e-05, -0.000313467, 1.20258e-05, -0.000409418, -0.000718023, -0.000292226
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00110304, -0.00636822, 0.00737557, 0.033096, 0.014447, -0.00428516
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.0062631, 0.00953824, -0.00420967, -0.0115363, 0.0114525, 0.0284454
0.00150064, -0.00710438, -0.00233327, -0.000322836, 3.82596e-05, 4.83427e-05, -0.00110304, -0.0062631, 1, 0.162619, 6.62157e-05, -0.0110197, 0.00667313, 0.600287
-0.00982997, 0.00949218, -0.00513726, -0.0024765, 0.000490319, -0.000313467, -0.00636822, 0.00953824, 0.162619, 1, 0.00158658, -0.00353254, -0.00789395, -0.466531
-0.00693818, -0.00412812, 0.00842135, -0.00100492, 3.4474e-05, 1.20258e-05, 0.00737557, -0.00420967, 6.62157e-05, 0.00158658, 1, 0.599203, 0.203961, 0.016229
-0.0241289, -0.0110354, 0.0419696, -0.00318974, 0.000819052, -0.000409418, 0.033096, -0.0115363, -0.0110197, -0.00353254, 0.599203, 1, -0.188422, 0.0285724
-0.0104335, 0.0114064, 0.0138228, -0.00262595, 0.000720516, -0.000718023, 0.014447, 0.0114525, 0.00667313, -0.00789395, 0.203961, -0.188422, 1, -0.00813888
0.00399945, 0.0276692, -0.00316538, 0.000112127, 0.000462249, -0.000292226, -0.00428516, 0.0284454, 0.600287, -0.466531, 0.016229, 0.0285724, -0.00813888, 1
DJI_0276.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -3.57104e-05, -0.0103173, -0.00717078, -0.0292093, -0.0039017, 0.00701258
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00648674, 0.00859294, -0.00426097, -0.0116849, 0.0189052, 0.0302097
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00254994, -0.00593295, 0.00872113, 0.0500179, 0.00734418, -0.00233091
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000584648, -0.00267457, -0.00101868, -0.00420157, -0.00154254, 0.000273225
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000129557, 0.000528704, 3.47982e-05, 0.00104151, 0.000584696, 0.000545321
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -2.54714e-05, -0.000316828, 5.4068e-06, -0.00068854, -0.000695245, -0.000399106
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00172852, -0.00671019, 0.00765592, 0.0411195, 0.00835813, -0.00390215
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00558945, 0.00895777, -0.00435659, -0.0123151, 0.0182485, 0.0302573
-3.57104e-05, -0.00648674, -0.00254994, -0.000584648, 0.000129557, -2.54714e-05, -0.00172852, -0.00558945, 1, 0.166688, 3.33137e-05, -0.00912366, 0.010069, 0.605819
-0.0103173, 0.00859294, -0.00593295, -0.00267457, 0.000528704, -0.000316828, -0.00671019, 0.00895777, 0.166688, 1, 0.00167223, -0.00689172, -0.00615096, -0.47297
-0.00717078, -0.00426097, 0.00872113, -0.00101868, 3.47982e-05, 5.4068e-06, 0.00765592, -0.00435659, 3.33137e-05, 0.00167223, 1, 0.691319, -0.0203604, 0.0196684
-0.0292093, -0.0116849, 0.0500179, -0.00420157, 0.00104151, -0.00068854, 0.0411195, -0.0123151, -0.00912366, -0.00689172, 0.691319, 1, -0.149409, 0.028625
-0.0039017, 0.0189052, 0.00734418, -0.00154254, 0.000584696, -0.000695245, 0.00835813, 0.0182485, 0.010069, -0.00615096, -0.0203604, -0.149409, 1, -0.00725399
0.00701258, 0.0302097, -0.00233091, 0.000273225, 0.000545321, -0.000399106, -0.00390215, 0.0302573, 0.605819, -0.47297, 0.0196684, 0.028625, -0.00725399, 1
DJI_0277.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.00167655, -0.0114989, -0.00719154, -0.0319233, 0.00201097, 0.00957621
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00617442, 0.0081136, -0.0042022, -0.00940743, 0.023836, 0.0302504
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00255294, -0.0056159, 0.00911173, 0.053838, -0.000338894, -0.00136722
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000772893, -0.00284526, -0.00117013, -0.00562049, -0.000246984, 0.000800466
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000208958, 0.000531267, 0.000142906, 0.00178216, 0.000386314, 0.000454401
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.000121432, -0.000310371, -9.38426e-05, -0.00143575, -0.000676693, -0.000362562
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00236781, -0.00655651, 0.00819803, 0.0464003, 0.000525643, -0.00295828
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00492808, 0.00866921, -0.00416746, -0.0100126, 0.0232905, 0.0307168
-0.00167655, -0.00617442, -0.00255294, -0.000772893, 0.000208958, -0.000121432, -0.00236781, -0.00492808, 1, 0.170259, 6.75099e-05, -0.00577734, 0.0112078, 0.609188
-0.0114989, 0.0081136, -0.0056159, -0.00284526, 0.000531267, -0.000310371, -0.00655651, 0.00866921, 0.170259, 1, 0.00168032, -0.00850341, -0.00399788, -0.479504
-0.00719154, -0.0042022, 0.00911173, -0.00117013, 0.000142906, -9.38426e-05, 0.00819803, -0.00416746, 6.75099e-05, 0.00168032, 1, 0.696539, -0.184821, 0.0203729
-0.0319233, -0.00940743, 0.053838, -0.00562049, 0.00178216, -0.00143575, 0.0464003, -0.0100126, -0.00577734, -0.00850341, 0.696539, 1, -0.0688671, 0.0283874
0.00201097, 0.023836, -0.000338894, -0.000246984, 0.000386314, -0.000676693, 0.000525643, 0.0232905, 0.0112078, -0.00399788, -0.184821, -0.0688671, 1, -0.00468282
0.00957621, 0.0302504, -0.00136722, 0.000800466, 0.000454401, -0.000362562, -0.00295828, 0.0307168, 0.609188, -0.479504, 0.0203729, 0.0283874, -0.00468282, 1
DJI_0278.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.0013025, -0.0106122, -0.00721199, -0.0313271, 0.00239747, 0.0102484
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00637868, 0.00812271, -0.00414664, -0.0091248, 0.022373, 0.0307904
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00270407, -0.00586898, 0.00887193, 0.0535936, -0.000891981, -0.0013112
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000744171, -0.00276922, -0.0011107, -0.00519029, -0.000305834, 0.00104927
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.00021282, 0.000551507, 0.000118618, 0.00157882, 0.000435143, 0.000336012
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -0.00012214, -0.000334441, -6.65535e-05, -0.00120766, -0.000686297, -0.000268234
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00232067, -0.00643062, 0.00783893, 0.0450921, -0.000119564, -0.00280266
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.0052215, 0.00870425, -0.00411698, -0.00980921, 0.0216313, 0.0310037
-0.0013025, -0.00637868, -0.00270407, -0.000744171, 0.00021282, -0.00012214, -0.00232067, -0.0052215, 1, 0.169105, 0.000138559, -0.00484179, 0.0100152, 0.603852
-0.0106122, 0.00812271, -0.00586898, -0.00276922, 0.000551507, -0.000334441, -0.00643062, 0.00870425, 0.169105, 1, 0.0015581, -0.00769341, -0.00326735, -0.48085
-0.00721199, -0.00414664, 0.00887193, -0.0011107, 0.000118618, -6.65535e-05, 0.00783893, -0.00411698, 0.000138559, 0.0015581, 1, 0.686134, -0.199408, 0.0200627
-0.0313271, -0.0091248, 0.0535936, -0.00519029, 0.00157882, -0.00120766, 0.0450921, -0.00980921, -0.00484179, -0.00769341, 0.686134, 1, -0.0609865, 0.0282642
0.00239747, 0.022373, -0.000891981, -0.000305834, 0.000435143, -0.000686297, -0.000119564, 0.0216313, 0.0100152, -0.00326735, -0.199408, -0.0609865, 1, -0.00445552
0.0102484, 0.0307904, -0.0013112, 0.00104927, 0.000336012, -0.000268234, -0.00280266, 0.0310037, 0.603852, -0.48085, 0.0200627, 0.0282642, -0.00445552, 1
DJI_0279.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, -0.000428412, -0.00923243, -0.00715411, -0.0319185, 0.00294808, 0.0107401
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00639917, 0.00787537, -0.00411328, -0.00961112, 0.0235037, 0.0304058
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00252679, -0.00544058, 0.00853091, 0.0532275, -0.00133315, -0.00149892
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000617675, -0.00247522, -0.00103704, -0.00501792, -0.000502995, 0.000998475
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000160289, 0.000484215, 9.15558e-05, 0.00150923, 0.000479852, 0.000343088
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -6.35882e-05, -0.000286872, -5.33769e-05, -0.00120224, -0.000658496, -0.000260228
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00189114, -0.00602192, 0.00740802, 0.0442433, -3.12036e-05, -0.00236059
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00545793, 0.00838813, -0.0041416, -0.0104546, 0.0226829, 0.0301401
-0.000428412, -0.00639917, -0.00252679, -0.000617675, 0.000160289, -6.35882e-05, -0.00189114, -0.00545793, 1, 0.165767, 0.000162167, -0.00441308, 0.00933149, 0.593489
-0.00923243, 0.00787537, -0.00544058, -0.00247522, 0.000484215, -0.000286872, -0.00602192, 0.00838813, 0.165767, 1, 0.00145648, -0.00721413, -0.00294123, -0.480545
-0.00715411, -0.00411328, 0.00853091, -0.00103704, 9.15558e-05, -5.33769e-05, 0.00740802, -0.0041416, 0.000162167, 0.00145648, 1, 0.669365, -0.202919, 0.0204963
-0.0319185, -0.00961112, 0.0532275, -0.00501792, 0.00150923, -0.00120224, 0.0442433, -0.0104546, -0.00441308, -0.00721413, 0.669365, 1, -0.0592228, 0.0295562
0.00294808, 0.0235037, -0.00133315, -0.000502995, 0.000479852, -0.000658496, -3.12036e-05, 0.0226829, 0.00933149, -0.00294123, -0.202919, -0.0592228, 1, -0.00448842
0.0107401, 0.0304058, -0.00149892, 0.000998475, 0.000343088, -0.000260228, -0.00236059, 0.0301401, 0.593489, -0.480545, 0.0204963, 0.0295562, -0.00448842, 1
DJI_0280.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 5.6927e-05, -0.00776596, -0.0070089, -0.0308059, 0.00211688, 0.0104539
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.0067889, 0.00779632, -0.00377925, -0.00864396, 0.0218037, 0.0302294
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00243165, -0.00555113, 0.00824432, 0.0529565, -0.000833639, -0.00145295
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000470008, -0.00224754, -0.000980136, -0.00455341, -0.000499582, 0.000984957
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 0.000121491, 0.00045986, 7.56925e-05, 0.00125885, 0.000457888, 0.000353148
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, -4.48439e-05, -0.000273066, -4.06448e-05, -0.000952107, -0.00064666, -0.000295095
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00175753, -0.00581361, 0.00706971, 0.0435349, 7.15209e-05, -0.00269668
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00589536, 0.00828867, -0.0038141, -0.00955533, 0.0211362, 0.0297831
5.6927e-05, -0.0067889, -0.00243165, -0.000470008, 0.000121491, -4.48439e-05, -0.00175753, -0.00589536, 1, 0.163158, 0.0001335, -0.00449977, 0.00954261, 0.585123
-0.00776596, 0.00779632, -0.00555113, -0.00224754, 0.00045986, -0.000273066, -0.00581361, 0.00828867, 0.163158, 1, 0.00142445, -0.00741595, -0.00306539, -0.480445
-0.0070089, -0.00377925, 0.00824432, -0.000980136, 7.56925e-05, -4.06448e-05, 0.00706971, -0.0038141, 0.0001335, 0.00142445, 1, 0.657356, -0.20312, 0.0197862
-0.0308059, -0.00864396, 0.0529565, -0.00455341, 0.00125885, -0.000952107, 0.0435349, -0.00955533, -0.00449977, -0.00741595, 0.657356, 1, -0.059555, 0.0290568
0.00211688, 0.0218037, -0.000833639, -0.000499582, 0.000457888, -0.00064666, 7.15209e-05, 0.0211362, 0.00954261, -0.00306539, -0.20312, -0.059555, 1, -0.00450793
0.0104539, 0.0302294, -0.00145295, 0.000984957, 0.000353148, -0.000295095, -0.00269668, 0.0297831, 0.585123, -0.480445, 0.0197862, 0.0290568, -0.00450793, 1
DJI_0281.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.000499914, -0.00703676, -0.00689569, -0.0306751, 2.23739e-05, 0.00927916
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00680044, 0.00782571, -0.00373242, -0.00962013, 0.0214245, 0.0299336
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00226421, -0.00532702, 0.00810432, 0.052358, 0.00151816, -0.00156387
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000343354, -0.00208969, -0.000978092, -0.00454025, -0.000715671, 0.000889372
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 5.51919e-05, 0.00042938, 8.91056e-05, 0.00131348, 0.00038231, 0.000269574
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 1.85625e-05, -0.000242602, -5.22085e-05, -0.000991487, -0.000561867, -0.000223349
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00141812, -0.0056646, 0.00692855, 0.0428318, 0.00255907, -0.00284253
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00600493, 0.0081808, -0.00381206, -0.0104882, 0.0208521, 0.0294061
0.000499914, -0.00680044, -0.00226421, -0.000343354, 5.51919e-05, 1.85625e-05, -0.00141812, -0.00600493, 1, 0.161236, 0.000144624, -0.00518468, 0.00887946, 0.579932
-0.00703676, 0.00782571, -0.00532702, -0.00208969, 0.00042938, -0.000242602, -0.0056646, 0.0081808, 0.161236, 1, 0.0013693, -0.00675936, -0.00340512, -0.479472
-0.00689569, -0.00373242, 0.00810432, -0.000978092, 8.91056e-05, -5.22085e-05, 0.00692855, -0.00381206, 0.000144624, 0.0013693, 1, 0.66223, -0.15691, 0.0188337
-0.0306751, -0.00962013, 0.052358, -0.00454025, 0.00131348, -0.000991487, 0.0428318, -0.0104882, -0.00518468, -0.00675936, 0.66223, 1, -0.0893027, 0.0277022
2.23739e-05, 0.0214245, 0.00151816, -0.000715671, 0.00038231, -0.000561867, 0.00255907, 0.0208521, 0.00887946, -0.00340512, -0.15691, -0.0893027, 1, -0.0053772
0.00927916, 0.0299336, -0.00156387, 0.000889372, 0.000269574, -0.000223349, -0.00284253, 0.0294061, 0.579932, -0.479472, 0.0188337, 0.0277022, -0.0053772, 1
DJI_0282.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00136929, -0.00628178, -0.00679635, -0.0306456, 0.00422273, 0.0127514
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00729281, 0.00729474, -0.00339461, -0.00663532, 0.0229082, 0.0295222
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00173028, -0.00522892, 0.00791669, 0.0529025, -0.00377119, -0.00155116
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, -0.000114625, -0.00194835, -0.000975193, -0.00472664, -0.000208428, 0.00132956
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, 5.6663e-05, 0.000454086, 0.000141879, 0.00148869, 0.000463418, 0.000164342
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 2.76343e-05, -0.000300373, -0.000124362, -0.0012594, -0.000544854, -9.93462e-06
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.00124233, -0.00534458, 0.00676939, 0.0436546, -0.00285243, -0.00275221
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00647195, 0.00780195, -0.00339599, -0.00762431, 0.0225357, 0.0293173
0.00136929, -0.00729281, -0.00173028, -0.000114625, 5.6663e-05, 2.76343e-05, -0.00124233, -0.00647195, 1, 0.15734, 0.000234609, -0.00210289, 0.00782094, 0.580947
-0.00628178, 0.00729474, -0.00522892, -0.00194835, 0.000454086, -0.000300373, -0.00534458, 0.00780195, 0.15734, 1, 0.00124291, -0.00624711, -0.00144297, -0.467992
-0.00679635, -0.00339461, 0.00791669, -0.000975193, 0.000141879, -0.000124362, 0.00676939, -0.00339599, 0.000234609, 0.00124291, 1, 0.600955, -0.26582, 0.0163484
-0.0306456, -0.00663532, 0.0529025, -0.00472664, 0.00148869, -0.0012594, 0.0436546, -0.00762431, -0.00210289, -0.00624711, 0.600955, 1, -0.00387574, 0.0256274
0.00422273, 0.0229082, -0.00377119, -0.000208428, 0.000463418, -0.000544854, -0.00285243, 0.0225357, 0.00782094, -0.00144297, -0.26582, -0.00387574, 1, -0.00266584
0.0127514, 0.0295222, -0.00155116, 0.00132956, 0.000164342, -9.93462e-06, -0.00275221, 0.0293173, 0.580947, -0.467992, 0.0163484, 0.0256274, -0.00266584, 1
DJI_0283.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00199859, -0.00490153, -0.0065975, -0.0304794, 0.00455032, 0.0130684
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.0071797, 0.00712416, -0.00314977, -0.00601133, 0.023091, 0.0295963
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00141593, -0.00489457, 0.00754917, 0.0527043, -0.00461505, -0.00146804
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000131803, -0.00173682, -0.000935441, -0.00468458, 3.20778e-05, 0.00141624
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -4.25867e-05, 0.000531187, 0.000159935, 0.00150118, 0.000224764, 6.88777e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.00011956, -0.000427365, -0.000158883, -0.00129235, -0.000220638, 0.000109426
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000978939, -0.00502205, 0.0064023, 0.0434662, -0.00363198, -0.00266433
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00655294, 0.0075111, -0.00317178, -0.0070971, 0.0226946, 0.0293995
0.00199859, -0.0071797, -0.00141593, 0.000131803, -4.25867e-05, 0.00011956, -0.000978939, -0.00655294, 1, 0.152166, 0.000173615, -0.00190883, 0.00845751, 0.568799
-0.00490153, 0.00712416, -0.00489457, -0.00173682, 0.000531187, -0.000427365, -0.00502205, 0.0075111, 0.152166, 1, 0.00122021, -0.00678891, -0.00154077, -0.463179
-0.0065975, -0.00314977, 0.00754917, -0.000935441, 0.000159935, -0.000158883, 0.0064023, -0.00317178, 0.000173615, 0.00122021, 1, 0.570855, -0.274606, 0.0167785
-0.0304794, -0.00601133, 0.0527043, -0.00468458, 0.00150118, -0.00129235, 0.0434662, -0.0070971, -0.00190883, -0.00678891, 0.570855, 1, 0.00782136, 0.0276837
0.00455032, 0.023091, -0.00461505, 3.20778e-05, 0.000224764, -0.000220638, -0.00363198, 0.0226946, 0.00845751, -0.00154077, -0.274606, 0.00782136, 1, -0.00231486
0.0130684, 0.0295963, -0.00146804, 0.00141624, 6.88777e-05, 0.000109426, -0.00266433, 0.0293995, 0.568799, -0.463179, 0.0167785, 0.0276837, -0.00231486, 1
DJI_0284.JPG
FC6310_8.8_4864x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0328556, -0.393775, -0.237045, 0.270453, -0.236784, -0.15222, 0.0414033, 0.00215572, -0.00292494, -0.00633719, -0.0305064, 0.00439347, 0.0126989
0.0328556, 1, -0.0565385, -0.0032051, 0.00815648, -0.00733533, -0.0888418, 0.946523, -0.00696774, 0.00702105, -0.00301452, -0.00601424, 0.0230189, 0.0293263
-0.393775, -0.0565385, 1, -0.0691387, 0.0259573, -0.0208535, 0.800684, -0.0793322, -0.00127009, -0.00436982, 0.00707227, 0.0526535, -0.0047222, -0.00143014
-0.237045, -0.0032051, -0.0691387, 1, -0.96124, 0.90279, -0.0607056, -0.00703704, 0.000269763, -0.00137645, -0.000877563, -0.00462658, 1.79374e-05, 0.00149872
0.270453, 0.00815648, 0.0259573, -0.96124, 1, -0.982192, 0.0224707, 0.0149687, -8.1783e-05, 0.000506411, 0.000159263, 0.00148728, 0.000297862, -3.53772e-05
-0.236784, -0.00733533, -0.0208535, 0.90279, -0.982192, 1, -0.0143785, -0.0136347, 0.000130408, -0.000445137, -0.00017352, -0.00129429, -0.00029498, 0.000202554
-0.15222, -0.0888418, 0.800684, -0.0607056, 0.0224707, -0.0143785, 1, -0.0992074, -0.000871019, -0.00448973, 0.00592723, 0.043338, -0.00397892, -0.00262395
0.0414033, 0.946523, -0.0793322, -0.00703704, 0.0149687, -0.0136347, -0.0992074, 1, -0.00658649, 0.00707567, -0.00306433, -0.00713618, 0.0226303, 0.0290918
0.00215572, -0.00696774, -0.00127009, 0.000269763, -8.1783e-05, 0.000130408, -0.000871019, -0.00658649, 1, 0.145962, -1.45087e-05, -0.00248785, 0.0109391, 0.539942
-0.00292494, 0.00702105, -0.00436982, -0.00137645, 0.000506411, -0.000445137, -0.00448973, 0.00707567, 0.145962, 1, 0.00126066, -0.00880668, -0.00237836, -0.468861
-0.00633719, -0.00301452, 0.00707227, -0.000877563, 0.000159263, -0.00017352, 0.00592723, -0.00306433, -1.45087e-05, 0.00126066, 1, 0.539698, -0.27791, 0.016716
-0.0305064, -0.00601424, 0.0526535, -0.00462658, 0.00148728, -0.00129429, 0.043338, -0.00713618, -0.00248785, -0.00880668, 0.539698, 1, 0.00631867, 0.0291419
